ID	LABEL	Definition	def_xref	is_a	part_of	develops_from	In_subset	Date	Contributor	Present_in_taxon	Wikipedia_image	xref
ID	LABEL	A IAO:0000115	>A oboInOwl:hasDbXref SPLIT=|	SC %	SC BFO:0000050 some %	SC RO:0002202 some %	AI oboInOwl:inSubset	AT dcterms:date^^xsd:dateTime	AI dcterms:contributor	AI RO:0002175	A foaf:depiction	A oboInOwl:hasDbXref SPLIT=|
http://purl.obolibrary.org/obo/UBERON_8930107	anterior interosseous lymphatic channel	A lymphatic vessel that drains lymph from the anterior compartment of the forearm and courses alongside the anterior interosseous artery and nerve between the radius and ulna.	https://purl.org/ccf/ASCTB-TEMP_anterior-interosseous-lymphatic-channel|PMID:31636930	UBERON:0001473	UBERON:0002386		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930108	anterior lymph trunk of accompanying suprarenal vein	A lymphatic collecting trunk that drains lymph from structures adjacent to the suprarenal vein and conveys it toward regional lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_anterior-lymph-trunk-of-accompanying-suprarenal-vein	UBERON:0001473	UNRESOLVABLE:suprarenal vein region		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930109	circumflex lymphatic channel	A lymphatic vessel that follows a curved or circular course around an anatomical structure, facilitating lymph drainage from surrounding tissues.	https://purl.org/ccf/ASCTB-TEMP_circumflex-lymphatic-channel	UBERON:0001473			http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930110	collecting lymph trunk of lymphatics of soft parts covering posterior thoracic wall	A lymphatic collecting trunk that receives lymph from the superficial and deep soft tissues overlying the posterior thoracic wall, including skin, subcutaneous tissue, and muscles.	https://purl.org/ccf/ASCTB-TEMP_collecting-lymph-trunk-of-lymphatics-of-soft-parts-covering-posterior-thoracic-wall	UBERON:0001473	UNRESOLVABLE:posterior thoracic wall		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930113	deep radial lymphatic channel	A lymphatic vessel that courses deep along the radial artery in the forearm, draining lymph from the radial aspect of the forearm and hand toward regional lymph nodes in the upper limb.	https://purl.org/ccf/ASCTB-TEMP_deep-radial-lymphatic-channel|PMID:40665199	UBERON:0001473	UBERON:0007302		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930114	deep ulnar lymphatic channel	A lymphatic vessel that accompanies the deep ulnar artery and drains lymph from structures in the ulnar aspect of the forearm.	https://purl.org/ccf/ASCTB-TEMP_deep-ulnar-lymphatic-channel|PMID:31636930	UBERON:0001473	UBERON:0002386		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930115	efferent lymphatics from fifth or sixth lowermost intercostal spaces	A lymphatic vessel that drains lymph from the fifth or sixth lowermost intercostal spaces, typically conveying it toward the thoracic duct for systemic circulation.	https://purl.org/ccf/ASCTB-TEMP_efferent-lymphatics-from-fifth-or-sixth-lowermost-intercostal-spaces	UBERON:0001473	UBERON:0012198		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930116	efferent lymphatics from third, fourth, and fifth intercostal spaces	A lymphatic vessel that drains lymph from the third, fourth, and fifth intercostal spaces, typically conveying it toward the thoracic duct or associated lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_efferent-lymphatics-from-third-fourth-and-fifth-intercostal-spaces	UBERON:0001473	UBERON:0012198		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930117	epitrochlear lymph node	A lymph node located in the epitrochlear region, situated in the superficial fascia above the medial epicondyle of the humerus, approximately 3-4 cm proximal to the elbow joint. It receives lymph from the ulnar side of the forearm and hand and drains to the axillary lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_epitrochlear-lymph-node|PMID:23397026	UBERON:0000029	UBERON:0001461		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930118	index finger lateral lymphatic channel	A lymphatic vessel that is located on the lateral aspect of the index finger and drains lymph from the lateral side of the digit toward the dorsal lymphatic network of the hand.	https://purl.org/ccf/ASCTB-TEMP_index-finger-lateral-lymphatic-channel|PMID:28844822|PMID:31636930	UBERON:0001473	UBERON:0003622		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
