ID	LABEL	Definition	def_xref	is_a	part_of	develops_from	In_subset	Date	Contributor	Present_in_taxon	Wikipedia_image	xref
ID	LABEL	A IAO:0000115	>A oboInOwl:hasDbXref SPLIT=|	SC %	SC BFO:0000050 some %	SC RO:0002202 some %	AI oboInOwl:inSubset	AT dcterms:date^^xsd:dateTime	AI dcterms:contributor	AI RO:0002175	A foaf:depiction	A oboInOwl:hasDbXref SPLIT=|
http://purl.obolibrary.org/obo/UBERON_8930191	arterial capillary	A capillary that receives blood from an arteriole and represents the arterial end of the capillary bed, characterized by higher hydrostatic pressure that promotes filtration of fluid and nutrients from the blood into the surrounding interstitial tissue.	https://doi.org/ 10.1182/ bloodadvances.2017015073|https://doi.org/10.1007/s00418-007-0320-8|https://purl.org/ccf/ASCTB-TEMP_arterial-capillary|DOI:10.1182/bloodadvances.2017015073|DOI:10.1007/s00418-007-0320-8	UBERON:0001982			http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Capillary
http://purl.obolibrary.org/obo/UBERON_8930192	Inner Mantle Zone	A lymphoid tissue zone within the spleen B cell corona that is positioned adjacent to the germinal center and contains a heterogeneous population of B lymphocytes, including recently activated and transitional B cells.	https://doi.org/10.1186/s13059-019-1906-x|https://doi.org/10.1111/imm.12469|https://doi.org/10.1111/imm.12325|https://doi.org/10.1093/intimm/14.2.157|https://doi.org/10.1038/s41467-019-09728-3|https://doi.org/10.1007/s00418-007-0320-8|https://doi.org/10.1016/j.aanat.2019.05.004|https://doi.org/10.1182/bloodadvances.2017015073|https://doi.org/10.1007/s00418-020-01924-3|https://doi.org/10.1371/journal.pone.0191019|https://purl.org/ccf/ASCTB-TEMP_inner-mantle-zone|doi:10.1186/s13059-019-1906-x|doi:10.1111/imm.12469|doi:10.1038/s41467-019-09728-3	UBERON:0001744	UBERON:0010421		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Mantle_zone
http://purl.obolibrary.org/obo/UBERON_8930193	Inner PALS	The region of the periarterial lymphatic sheath that is immediately adjacent to the spleen central arteriole, characterized by a high density of T lymphocytes and specialized antigen-presenting cells that participate in T cell activation and differentiation.	https://doi.org/10.1007/s00418-007-0320-8|https://doi.org/10.1111/j.1365-2559.1985.tb02841.x|https://doi.org/10.1111/j.1365-2559.1986.tb02482.x|https://doi.org/10.1182/bloodadvances.2017015073|https://doi.org/10.1111/imm.12469|https://doi.org/10.1016/j.bbi.2018.12.009|https://doi.org/10.1186/s13059-019-1906-x|https://doi.org/10.1126/sciimmunol.aau6085|https://doi.org/10.1007/s00262-015-1729-x|https://doi.org/10.1016/j.immuni.2012.09.020|https://doi.org/10.1038/s41467-019-09728-3|https://doi.org/10.55418/9781933477060.|https://doi.org/10.1309/M95G-7DQ2-TLQL-7Q11|https://doi.org/10.1369%2Fjhc.4A6514.2005|PMID:16515224|https://purl.org/ccf/ASCTB-TEMP_inner-pals	UBERON:0000064	UBERON:0001960		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:White_pulp
http://purl.obolibrary.org/obo/UBERON_8930194	Outer PALS	An anatomical zone of the periarterial lymphatic sheath that forms the peripheral region surrounding the inner T cell zone, containing activated T cells and serving as an interface between the T cell domain and the adjacent B cell follicles in the splenic white pulp.	https://doi.org/10.1186/s13059-019-1906-x|https://doi.org/10.1126/sciimmunol.aau6085|https://doi.org/10.1007/s00262-015-1729-x|https://doi.org/10.1016/j.immuni.2012.09.020|https://doi.org/10.1038/s41467-019-09728-3|https://doi.org/10.1111/imm.12469|https://doi.org/10.55418/9781933477060.|https://doi.org/10.1038/s41421-020-0157-z|https://doi.org/10.1093/intimm/14.2.157|https://purl.org/ccf/ASCTB-TEMP_outer-pals	UBERON:0000064	UBERON:0001960		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930195	Ring Fiber	A circumferential reticular fiber that encircles a splenic sinusoid, forming part of the sinusoidal basement membrane and providing structural support to the vessel wall.	https://doi.org/10.1111/j.1365-2559.1986.tb02483.x|https://doi.org/10.2478/s11756-009-0193-5|https://purl.org/ccf/ASCTB-TEMP_ring-fiber|PMID:15258183|PMID:2424311|PMID:6194184	UBERON:0006804	UBERON:0003910		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930196	Splenic Red Pulp Stroma	The connective tissue framework of the red pulp of the spleen, consisting of reticular fibers and stromal cells that support the splenic cords and sinusoids.	https://doi.org/10.1002/eji.200425442|https://purl.org/ccf/ASCTB-TEMP_splenic-red-pulp-stroma|PMID:16914502|PMID:37007998|PMID:32393414	UBERON:0003891	UBERON:0001250		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Red_pulp
http://purl.obolibrary.org/obo/UBERON_8930197	subcapsular zone	An anatomical compartment that lies immediately beneath the fibrous capsule of an organ, typically containing supporting connective tissue, blood vessels, and early-arriving lymphocytes or immune cells before they migrate into the organ parenchyma.	https://doi.org/10.1111/j.1365-2249.2008.03734.x|https://purl.org/ccf/ASCTB-TEMP_subcapsule	UBERON:0000064	UBERON:0002106		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930198	Superficial Mantle Zone	A lymphoid tissue zone forming the outermost layer of the spleen B cell corona, distal to the germinal center, that predominantly harbors naive and small resting B lymphocytes.	https://doi.org/10.1186/s13059-019-1906-x|https://doi.org/10.1111/imm.12469|https://doi.org/10.1111/j.1365-2567.2005.02242.x|https://doi.org/10.1038/s41467-019-09728-3|PMID: 20126587|https://doi.org/10.1007/s00418-020-01924-3|https://doi.org/10.1371/journal.pone.0191019|https://doi.org/10.1007/s00418-007-0320-8|https://doi.org/10.1016/j.aanat.2019.05.004|https://doi.org/10.1182/bloodadvances.2017015073|https://purl.org/ccf/ASCTB-TEMP_superficial-mantle-zone|doi:10.1186/s13059-019-1906-x|doi:10.1111/imm.12469|PMID:20126587|doi:10.1038/s41467-019-09728-3	UBERON:0001744	UBERON:0010421		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Mantle_zone
http://purl.obolibrary.org/obo/UBERON_8930199	white pulp lymphatic vessel	A lymphatic vessel that is part of the white pulp of the spleen.	https://doi.org/10.1369/jhc.4A6514.2005|PMID:16515224|https://purl.org/ccf/ASCTB-TEMP_white-pulp-lymphatic-vessels	UBERON:0001473	UBERON:0001959		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:White_pulp
