ID	LABEL	Definition	def_xref	is_a	part_of	develops_from	In_subset	Date	Contributor	Present_in_taxon	Wikipedia_image	xref
ID	LABEL	A IAO:0000115	>A oboInOwl:hasDbXref SPLIT=|	SC %	SC BFO:0000050 some %	SC RO:0002202 some %	AI oboInOwl:inSubset	AT dcterms:date^^xsd:dateTime	AI dcterms:contributor	AI RO:0002175	A foaf:depiction	A oboInOwl:hasDbXref SPLIT=|
http://purl.obolibrary.org/obo/UBERON_8930037	basement membrane of fallopian tube ampulla	An acellular membrane that lies adjacent to the epithelial cells of the fallopian tube ampulla mucosa, situated between the luminal epithelium and the underlying lamina propria of the ampulla.	https://purl.org/ccf/ASCTB-TEMP_basement-membrane-of-fallopian-tube-ampulla|PMID:33772852	UBERON:0005769	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930038	basement membrane of fallopian tube infundibulum	An acellular basement membrane that underlies the epithelium of the fallopian tube infundibulum, composed of basal lamina and reticular lamina that anchors the ciliated columnar epithelium to the underlying connective tissue.	https://purl.org/ccf/ASCTB-TEMP_basement-membrane-of-fallopian-tube-infundibulum|PMID:34496720|PMID:7004702|PMID:22918811	UBERON:0005769	UBERON:0003984		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Basement_membrane|Wikipedia:Infundibulum_of_uterine_tube
http://purl.obolibrary.org/obo/UBERON_8930039	basement membrane of fallopian tube intramural segment	A basement membrane of epithelium that underlies the epithelial cells lining the intramural segment of the fallopian tube, the narrow tubular portion that penetrates the myometrial wall of the uterus.	https://purl.org/ccf/ASCTB-TEMP_basement-membrane-of-fallopian-tube-intramural-segment|PMID:7004702	UBERON:0005769	UBERON:0036441		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930040	basement membrane of fallopian tube isthmus	An acellular membrane that is part of the epithelium of the isthmus of the fallopian tube, lying adjacent to the epithelial cells between the epithelial layer and the underlying lamina propria.	https://purl.org/ccf/ASCTB-TEMP_basement-membrane-of-fallopian-tube-isthmus|PMID:31613440|PMID:25866566	UBERON:0005769	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube|FMA:18306
http://purl.obolibrary.org/obo/UBERON_8930041	fluid of fallopian tube ampulla	A bodily fluid that fills the lumen of the fallopian tube ampulla, providing the aqueous medium in which fertilization occurs and through which the oocyte and sperm move.	https://purl.org/ccf/ASCTB-TEMP_fluid-of-fallopian-tube-ampulla|PMID:33167378|PMID:34496720	UBERON:0006314	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Ampulla_of_uterine_tube
http://purl.obolibrary.org/obo/UBERON_8930042	fluid of fallopian tube fimbria	A bodily fluid that is located in or secreted by the fimbria of the fallopian tube, which may facilitate the capture and transport of the ovum from the ovary into the oviduct.	https://purl.org/ccf/ASCTB-TEMP_fluid-of-fallopian-tube-fimbria|PMID:25994820	UBERON:0006314	UBERON:8410010		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930043	fluid of fallopian tube infundibulum	A bodily fluid that is located in the infundibulum of the fallopian tube, which accumulates in the funnel-shaped opening where the ovulated egg enters the uterine tube.	https://purl.org/ccf/ASCTB-TEMP_fluid-of-fallopian-tube-infundibulum|PMID:25994820	UBERON:0006314	UBERON:0003984		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930044	fluid of fallopian tube intramural segment	A bodily fluid that is contained within the lumen of the intramural segment of the fallopian tube, providing a medium for the passage of gametes and early embryos through this narrow tubular portion.	https://purl.org/ccf/ASCTB-TEMP_fluid-of-fallopian-tube-intramural-segment|PMID:16938110	UBERON:0006314	UBERON:8930050		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930045	fluid of fallopian tube isthmus	A bodily fluid that is contained within the lumen of the isthmus of the fallopian tube.	https://purl.org/ccf/ASCTB-TEMP_fluid-of-fallopian-tube-isthmus	UBERON:0006314	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930046	inner muscle layer of fallopian tube ampulla	A circular smooth muscle layer that is part of the muscle coat of the ampulla of the fallopian tube. This layer forms the innermost component of the muscularis and, together with the outer longitudinal layer, generates peristaltic contractions that facilitate oocyte and embryo transport through the ampullar region.	https://purl.org/ccf/ASCTB-TEMP_inner-muscle-layer-of-fallopian-tube-ampulla|PMID:2409745|PMID:1964529	UBERON:0012368	UBERON:0006642		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930047	inner muscle layer of fallopian tube infundibulum	An organ component layer composed primarily of circularly arranged smooth muscle tissue that forms the innermost layer of the muscular coat of the uterine tube infundibulum, contributing to peristaltic contractions that assist in gamete and embryo transport.	https://purl.org/ccf/ASCTB-TEMP_inner-muscle-layer-of-fallopian-tube-infundibulum|PMID:25866566|PMID:27875265	UBERON:0004923	UBERON:0007182		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube|FMA:18336
http://purl.obolibrary.org/obo/UBERON_8930048	inner muscle layer of fallopian tube intramural segment	The innermost circular smooth muscle layer of the muscularis of the fallopian tube intramural part, which lies within the uterine wall and contributes to peristaltic contractions that propel the ovum toward the uterus.	https://purl.org/ccf/ASCTB-TEMP_inner-muscle-layer-of-fallopian-tube-intramural-segment|PMID:25866566		UBERON:0006660		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
