?x	?label
<http://purl.obolibrary.org/obo/UBERON_0000000>	"processual entity"
<http://purl.obolibrary.org/obo/UBERON_0000066>	"fully formed stage"
<http://purl.obolibrary.org/obo/UBERON_0000068>	"embryo stage"
<http://purl.obolibrary.org/obo/UBERON_0000069>	"larval stage"
<http://purl.obolibrary.org/obo/UBERON_0000070>	"pupal stage"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"death stage"
<http://purl.obolibrary.org/obo/UBERON_0000092>	"post-embryonic stage"
<http://purl.obolibrary.org/obo/UBERON_0000105>	"life cycle stage"
<http://purl.obolibrary.org/obo/UBERON_0000106>	"zygote stage"
<http://purl.obolibrary.org/obo/UBERON_0000107>	"cleavage stage"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"blastula stage"
<http://purl.obolibrary.org/obo/UBERON_0000109>	"gastrula stage"
<http://purl.obolibrary.org/obo/UBERON_0000110>	"neurula stage"
<http://purl.obolibrary.org/obo/UBERON_0000111>	"organogenesis stage"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"sexually immature stage"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"post-juvenile adult stage"
<http://purl.obolibrary.org/obo/UBERON_0004707>	"pharyngula stage"
<http://purl.obolibrary.org/obo/UBERON_0004728>	"amphibian larval stage"
<http://purl.obolibrary.org/obo/UBERON_0004729>	"nematode larval stage"
<http://purl.obolibrary.org/obo/UBERON_0004730>	"instar larval stage"
<http://purl.obolibrary.org/obo/UBERON_0007220>	"late embryonic stage"
<http://purl.obolibrary.org/obo/UBERON_0007221>	"neonate stage"
<http://purl.obolibrary.org/obo/UBERON_0007222>	"late adult stage"
<http://purl.obolibrary.org/obo/UBERON_0007232>	"2 cell stage"
<http://purl.obolibrary.org/obo/UBERON_0007233>	"4 cell stage"
<http://purl.obolibrary.org/obo/UBERON_0007236>	"8 cell stage"
<http://purl.obolibrary.org/obo/UBERON_0008264>	"echinopluteus larval stage"
<http://purl.obolibrary.org/obo/UBERON_0009849>	"tadpole stage"
<http://purl.obolibrary.org/obo/UBERON_0012101>	"perinatal stage"
<http://purl.obolibrary.org/obo/UBERON_0014405>	"nymph stage"
<http://purl.obolibrary.org/obo/UBERON_0014406>	"nauplius stage"
<http://purl.obolibrary.org/obo/UBERON_0014856>	"cysticercus stage"
<http://purl.obolibrary.org/obo/UBERON_0014857>	"zoea stage"
<http://purl.obolibrary.org/obo/UBERON_0014858>	"crustacean post-larval stage"
<http://purl.obolibrary.org/obo/UBERON_0014859>	"megalopa stage"
<http://purl.obolibrary.org/obo/UBERON_0014860>	"copepodite stage"
<http://purl.obolibrary.org/obo/UBERON_0014861>	"glaucothoe stage"
<http://purl.obolibrary.org/obo/UBERON_0014862>	"trochophore stage"
<http://purl.obolibrary.org/obo/UBERON_0014863>	"veliger stage"
<http://purl.obolibrary.org/obo/UBERON_0014864>	"caterpillar stage"
<http://purl.obolibrary.org/obo/UBERON_0018241>	"prime adult stage"
<http://purl.obolibrary.org/obo/UBERON_0018378>	"crustacean larval stage"
<http://purl.obolibrary.org/obo/UBERON_0018685>	"nursing stage"
<http://purl.obolibrary.org/obo/UBERON_0034919>	"juvenile stage"
<http://purl.obolibrary.org/obo/UBERON_0034920>	"infant stage"
<http://www.w3.org/2002/07/owl#Nothing>	
<http://www.w3.org/2002/07/owl#Thing>	
