?x	?label
<http://owltools.org/Q>	
<http://purl.obolibrary.org/obo/BFO_0000001>	"entity"
<http://purl.obolibrary.org/obo/BFO_0000002>	"continuant"
<http://purl.obolibrary.org/obo/BFO_0000004>	"independent continuant"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/CARO_0000000>	"anatomical entity"
<http://purl.obolibrary.org/obo/CARO_0030000>	"biological entity"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"anatomical structure"
<http://purl.obolibrary.org/obo/UBERON_0000064>	"organ part"
<http://purl.obolibrary.org/obo/UBERON_0000074>	"renal glomerulus"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"material anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0001229>	"renal corpuscle"
<http://purl.obolibrary.org/obo/UBERON_0001230>	"glomerular capsule"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"nephron tubule"
<http://purl.obolibrary.org/obo/UBERON_0001232>	"collecting duct of renal tubule"
<http://purl.obolibrary.org/obo/UBERON_0001285>	"nephron"
<http://purl.obolibrary.org/obo/UBERON_0001286>	"Bowman's space"
<http://purl.obolibrary.org/obo/UBERON_0001287>	"proximal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0001288>	"loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0001289>	"descending limb of loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0001290>	"proximal straight tubule"
<http://purl.obolibrary.org/obo/UBERON_0001291>	"thick ascending limb of loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0001292>	"distal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0002319>	"mesangium"
<http://purl.obolibrary.org/obo/UBERON_0002320>	"glomerular mesangium"
<http://purl.obolibrary.org/obo/UBERON_0002321>	"extraglomerular mesangium"
<http://purl.obolibrary.org/obo/UBERON_0002335>	"macula densa"
<http://purl.obolibrary.org/obo/UBERON_0003455>	"inner renal medulla loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0003546>	"distal convoluted tubule macula densa"
<http://purl.obolibrary.org/obo/UBERON_0004134>	"proximal tubule"
<http://purl.obolibrary.org/obo/UBERON_0004135>	"distal tubule"
<http://purl.obolibrary.org/obo/UBERON_0004136>	"intermediate tubule"
<http://purl.obolibrary.org/obo/UBERON_0004188>	"glomerular epithelium"
<http://purl.obolibrary.org/obo/UBERON_0004189>	"glomerular endothelium"
<http://purl.obolibrary.org/obo/UBERON_0004190>	"renal glomerulus vasculature"
<http://purl.obolibrary.org/obo/UBERON_0004193>	"loop of Henle ascending limb thin segment"
<http://purl.obolibrary.org/obo/UBERON_0004194>	"long nephron"
<http://purl.obolibrary.org/obo/UBERON_0004195>	"short nephron"
<http://purl.obolibrary.org/obo/UBERON_0004196>	"proximal convoluted tubule segment 1"
<http://purl.obolibrary.org/obo/UBERON_0004197>	"proximal convoluted tubule segment 2"
<http://purl.obolibrary.org/obo/UBERON_0004203>	"cortical collecting duct"
<http://purl.obolibrary.org/obo/UBERON_0004204>	"outer medullary collecting duct"
<http://purl.obolibrary.org/obo/UBERON_0004205>	"inner medullary collecting duct"
<http://purl.obolibrary.org/obo/UBERON_0004206>	"long descending thin limb bend"
<http://purl.obolibrary.org/obo/UBERON_0004207>	"prebend segment of loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0004211>	"nephron epithelium"
<http://purl.obolibrary.org/obo/UBERON_0004212>	"glomerular capillary"
<http://purl.obolibrary.org/obo/UBERON_0004294>	"glomerular capillary endothelium"
<http://purl.obolibrary.org/obo/UBERON_0004639>	"renal afferent arteriole"
<http://purl.obolibrary.org/obo/UBERON_0004640>	"renal efferent arteriole"
<http://purl.obolibrary.org/obo/UBERON_0004736>	"metanephric glomerulus"
<http://purl.obolibrary.org/obo/UBERON_0004737>	"metanephric collecting duct"
<http://purl.obolibrary.org/obo/UBERON_0004739>	"pronephric glomerulus"
<http://purl.obolibrary.org/obo/UBERON_0004810>	"nephron tubule epithelium"
<http://purl.obolibrary.org/obo/UBERON_0005096>	"descending thin limb"
<http://purl.obolibrary.org/obo/UBERON_0005097>	"renal connecting tubule"
<http://purl.obolibrary.org/obo/UBERON_0005099>	"short descending thin limb"
<http://purl.obolibrary.org/obo/UBERON_0005100>	"long descending thin limb"
<http://purl.obolibrary.org/obo/UBERON_0005101>	"early distal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0005102>	"late distal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0005110>	"metanephric nephron"
<http://purl.obolibrary.org/obo/UBERON_0005114>	"metanephric ascending thin limb"
<http://purl.obolibrary.org/obo/UBERON_0005115>	"metanephric cortical collecting duct"
<http://purl.obolibrary.org/obo/UBERON_0005116>	"metanephric descending thin limb"
<http://purl.obolibrary.org/obo/UBERON_0005117>	"metanephric distal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0005118>	"metanephric early distal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0005119>	"metanephric glomerular mesangium"
<http://purl.obolibrary.org/obo/UBERON_0005120>	"metanephric late distal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0005121>	"metanephric long descending thin limb bend"
<http://purl.obolibrary.org/obo/UBERON_0005122>	"metanephric macula densa"
<http://purl.obolibrary.org/obo/UBERON_0005123>	"metanephric prebend segment"
<http://purl.obolibrary.org/obo/UBERON_0005124>	"metanephric proximal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0005125>	"metanephric proximal straight tubule"
<http://purl.obolibrary.org/obo/UBERON_0005126>	"metanephric S1"
<http://purl.obolibrary.org/obo/UBERON_0005127>	"metanephric thick ascending limb"
<http://purl.obolibrary.org/obo/UBERON_0005129>	"metanephric distal tubule"
<http://purl.obolibrary.org/obo/UBERON_0005130>	"metanephric loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0005132>	"metanephric long nephron"
<http://purl.obolibrary.org/obo/UBERON_0005133>	"metanephric glomerulus vasculature"
<http://purl.obolibrary.org/obo/UBERON_0005134>	"metanephric nephron epithelium"
<http://purl.obolibrary.org/obo/UBERON_0005135>	"metanephric glomerular epithelium"
<http://purl.obolibrary.org/obo/UBERON_0005136>	"metanephric glomerular endothelium"
<http://purl.obolibrary.org/obo/UBERON_0005139>	"metanephric long descending thin limb"
<http://purl.obolibrary.org/obo/UBERON_0005140>	"metanephric short nephron"
<http://purl.obolibrary.org/obo/UBERON_0005141>	"metanephric short descending thin limb"
<http://purl.obolibrary.org/obo/UBERON_0005144>	"metanephric glomerular capillary"
<http://purl.obolibrary.org/obo/UBERON_0005146>	"metanephric nephron tubule"
<http://purl.obolibrary.org/obo/UBERON_0005148>	"metanephric S-shaped body"
<http://purl.obolibrary.org/obo/UBERON_0005149>	"metanephric connecting tubule"
<http://purl.obolibrary.org/obo/UBERON_0005151>	"metanephric proximal tubule"
<http://purl.obolibrary.org/obo/UBERON_0005164>	"ascending limb of loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0005167>	"papillary duct"
<http://purl.obolibrary.org/obo/UBERON_0005185>	"renal medulla collecting duct"
<http://purl.obolibrary.org/obo/UBERON_0005202>	"distal straight tubule macula densa"
<http://purl.obolibrary.org/obo/UBERON_0005309>	"pronephric nephron"
<http://purl.obolibrary.org/obo/UBERON_0005310>	"pronephric nephron tubule"
<http://purl.obolibrary.org/obo/UBERON_0005319>	"mesonephric collecting duct"
<http://purl.obolibrary.org/obo/UBERON_0005322>	"mesonephric nephron"
<http://purl.obolibrary.org/obo/UBERON_0005324>	"mesonephric macula densa"
<http://purl.obolibrary.org/obo/UBERON_0005325>	"mesonephric glomerulus"
<http://purl.obolibrary.org/obo/UBERON_0005326>	"mesonephric glomerulus vasculature"
<http://purl.obolibrary.org/obo/UBERON_0005327>	"mesonephric glomerular epithelium"
<http://purl.obolibrary.org/obo/UBERON_0005329>	"mesonephric nephron tubule"
<http://purl.obolibrary.org/obo/UBERON_0005330>	"mesonephric nephron epithelium"
<http://purl.obolibrary.org/obo/UBERON_0005749>	"glomerular tuft"
<http://purl.obolibrary.org/obo/UBERON_0005750>	"glomerular parietal epithelium"
<http://purl.obolibrary.org/obo/UBERON_0005751>	"glomerular visceral epithelium"
<http://purl.obolibrary.org/obo/UBERON_0005777>	"glomerular basement membrane"
<http://purl.obolibrary.org/obo/UBERON_0005787>	"lamina densa of glomerular basement membrane"
<http://purl.obolibrary.org/obo/UBERON_0005788>	"lamina rara interna"
<http://purl.obolibrary.org/obo/UBERON_0005789>	"lamina rara externa"
<http://purl.obolibrary.org/obo/UBERON_0006173>	"pronephric proximal tubule"
<http://purl.obolibrary.org/obo/UBERON_0006175>	"pronephric distal tubule"
<http://purl.obolibrary.org/obo/UBERON_0006182>	"mesonephric glomerular mesangium"
<http://purl.obolibrary.org/obo/UBERON_0006183>	"mesonephric glomerular capillary"
<http://purl.obolibrary.org/obo/UBERON_0006189>	"mesonephric connecting tubule"
<http://purl.obolibrary.org/obo/UBERON_0006190>	"mesonephric distal tubule"
<http://purl.obolibrary.org/obo/UBERON_0006192>	"mesonephric proximal tubule"
<http://purl.obolibrary.org/obo/UBERON_0006337>	"distal early tubule"
<http://purl.obolibrary.org/obo/UBERON_0006374>	"part of afferent arteriole forming the juxtaglomerular complex"
<http://purl.obolibrary.org/obo/UBERON_0006376>	"premacula segment of distal straight tubule"
<http://purl.obolibrary.org/obo/UBERON_0006534>	"renal convoluted tubule"
<http://purl.obolibrary.org/obo/UBERON_0006541>	"outer medulla inner stripe loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0006542>	"outer medulla outer stripe loop of Henle"
<http://purl.obolibrary.org/obo/UBERON_0006853>	"renal cortex tubule"
