?x	?label
<http://owltools.org/Q>	
<http://purl.obolibrary.org/obo/BFO_0000001>	"entity"
<http://purl.obolibrary.org/obo/BFO_0000002>	"continuant"
<http://purl.obolibrary.org/obo/BFO_0000004>	"independent continuant"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"anatomical structure"
<http://purl.obolibrary.org/obo/UBERON_0000144>	"trochlea of humerus"
<http://purl.obolibrary.org/obo/UBERON_0000199>	"neck of radius"
<http://purl.obolibrary.org/obo/UBERON_0000313>	"portion of cartilage tissue in tibia"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"material anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0000976>	"humerus"
<http://purl.obolibrary.org/obo/UBERON_0000979>	"tibia"
<http://purl.obolibrary.org/obo/UBERON_0000980>	"trochanter"
<http://purl.obolibrary.org/obo/UBERON_0000981>	"femur"
<http://purl.obolibrary.org/obo/UBERON_0001010>	"diaphysis of ulna"
<http://purl.obolibrary.org/obo/UBERON_0001012>	"head of radius"
<http://purl.obolibrary.org/obo/UBERON_0001028>	"diaphysis of radius"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0001105>	"clavicle bone"
<http://purl.obolibrary.org/obo/UBERON_0001269>	"acetabular part of hip bone"
<http://purl.obolibrary.org/obo/UBERON_0001272>	"innominate bone"
<http://purl.obolibrary.org/obo/UBERON_0001273>	"ilium"
<http://purl.obolibrary.org/obo/UBERON_0001274>	"ischium"
<http://purl.obolibrary.org/obo/UBERON_0001275>	"pubis"
<http://purl.obolibrary.org/obo/UBERON_0001423>	"radius bone"
<http://purl.obolibrary.org/obo/UBERON_0001424>	"ulna"
<http://purl.obolibrary.org/obo/UBERON_0001427>	"radiale"
<http://purl.obolibrary.org/obo/UBERON_0001428>	"intermedium"
<http://purl.obolibrary.org/obo/UBERON_0001429>	"pisiform"
<http://purl.obolibrary.org/obo/UBERON_0001430>	"distal carpal bone 1"
<http://purl.obolibrary.org/obo/UBERON_0001431>	"distal carpal bone 2"
<http://purl.obolibrary.org/obo/UBERON_0001432>	"distal carpal bone 3"
<http://purl.obolibrary.org/obo/UBERON_0001433>	"distal carpal bone 4"
<http://purl.obolibrary.org/obo/UBERON_0001435>	"carpal bone"
<http://purl.obolibrary.org/obo/UBERON_0001436>	"phalanx of manus"
<http://purl.obolibrary.org/obo/UBERON_0001437>	"epiphysis"
<http://purl.obolibrary.org/obo/UBERON_0001438>	"metaphysis"
<http://purl.obolibrary.org/obo/UBERON_0001440>	"forelimb skeleton"
<http://purl.obolibrary.org/obo/UBERON_0001441>	"hindlimb skeleton"
<http://purl.obolibrary.org/obo/UBERON_0001442>	"skeleton of manus"
<http://purl.obolibrary.org/obo/UBERON_0001445>	"skeleton of pes"
<http://purl.obolibrary.org/obo/UBERON_0001446>	"fibula"
<http://purl.obolibrary.org/obo/UBERON_0001447>	"tarsal bone"
<http://purl.obolibrary.org/obo/UBERON_0001448>	"metatarsal bone"
<http://purl.obolibrary.org/obo/UBERON_0001449>	"phalanx of pes"
<http://purl.obolibrary.org/obo/UBERON_0001450>	"calcaneus"
<http://purl.obolibrary.org/obo/UBERON_0001451>	"navicular bone of pes"
<http://purl.obolibrary.org/obo/UBERON_0001452>	"distal tarsal bone 1"
<http://purl.obolibrary.org/obo/UBERON_0001453>	"distal tarsal bone 2"
<http://purl.obolibrary.org/obo/UBERON_0001454>	"distal tarsal bone 3"
<http://purl.obolibrary.org/obo/UBERON_0001455>	"cuboid bone"
<http://purl.obolibrary.org/obo/UBERON_0001470>	"glenohumeral joint"
<http://purl.obolibrary.org/obo/UBERON_0001480>	"proximal carpal bone"
<http://purl.obolibrary.org/obo/UBERON_0001481>	"distal carpal bone"
<http://purl.obolibrary.org/obo/UBERON_0002091>	"appendicular skeleton"
<http://purl.obolibrary.org/obo/UBERON_0002234>	"proximal phalanx of manus"
<http://purl.obolibrary.org/obo/UBERON_0002374>	"metacarpal bone"
<http://purl.obolibrary.org/obo/UBERON_0002395>	"talus"
<http://purl.obolibrary.org/obo/UBERON_0002428>	"limb bone"
<http://purl.obolibrary.org/obo/UBERON_0002445>	"ulnare"
<http://purl.obolibrary.org/obo/UBERON_0002446>	"patella"
<http://purl.obolibrary.org/obo/UBERON_0002495>	"long bone"
<http://purl.obolibrary.org/obo/UBERON_0002497>	"acromion"
<http://purl.obolibrary.org/obo/UBERON_0002498>	"deltopectoral crest"
<http://purl.obolibrary.org/obo/UBERON_0002503>	"greater trochanter"
<http://purl.obolibrary.org/obo/UBERON_0002504>	"lesser trochanter"
<http://purl.obolibrary.org/obo/UBERON_0002516>	"epiphyseal plate"
<http://purl.obolibrary.org/obo/UBERON_0003221>	"phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003460>	"arm bone"
<http://purl.obolibrary.org/obo/UBERON_0003461>	"shoulder bone"
<http://purl.obolibrary.org/obo/UBERON_0003464>	"hindlimb bone"
<http://purl.obolibrary.org/obo/UBERON_0003466>	"forelimb zeugopod bone"
<http://purl.obolibrary.org/obo/UBERON_0003467>	"sesamoid bone of gastrocnemius"
<http://purl.obolibrary.org/obo/UBERON_0003606>	"limb long bone"
<http://purl.obolibrary.org/obo/UBERON_0003607>	"forelimb long bone"
<http://purl.obolibrary.org/obo/UBERON_0003608>	"hindlimb long bone"
<http://purl.obolibrary.org/obo/UBERON_0003620>	"manual digit 1 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003636>	"manual digit 2 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003637>	"manual digit 3 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003638>	"manual digit 4 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003639>	"manual digit 5 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003640>	"pedal digit 1 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003641>	"pedal digit 2 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003642>	"pedal digit 3 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003645>	"metacarpal bone of digit 1"
<http://purl.obolibrary.org/obo/UBERON_0003646>	"metacarpal bone of digit 2"
<http://purl.obolibrary.org/obo/UBERON_0003647>	"metacarpal bone of digit 3"
<http://purl.obolibrary.org/obo/UBERON_0003648>	"metacarpal bone of digit 4"
<http://purl.obolibrary.org/obo/UBERON_0003649>	"metacarpal bone of digit 5"
<http://purl.obolibrary.org/obo/UBERON_0003650>	"metatarsal bone of digit 1"
<http://purl.obolibrary.org/obo/UBERON_0003651>	"metatarsal bone of digit 2"
<http://purl.obolibrary.org/obo/UBERON_0003652>	"metatarsal bone of digit 3"
<http://purl.obolibrary.org/obo/UBERON_0003653>	"metatarsal bone of digit 4"
<http://purl.obolibrary.org/obo/UBERON_0003654>	"metatarsal bone of digit 5"
<http://purl.obolibrary.org/obo/UBERON_0003656>	"mesopodium bone"
<http://purl.obolibrary.org/obo/UBERON_0003699>	"pubic symphysis"
<http://purl.obolibrary.org/obo/UBERON_0003821>	"metapodium bone"
<http://purl.obolibrary.org/obo/UBERON_0003826>	"upper leg bone"
<http://purl.obolibrary.org/obo/UBERON_0003862>	"pedal digit 4 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003863>	"pedal digit 5 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003864>	"middle phalanx of manus"
<http://purl.obolibrary.org/obo/UBERON_0003865>	"distal phalanx of manus"
<http://purl.obolibrary.org/obo/UBERON_0003866>	"middle phalanx of pes"
<http://purl.obolibrary.org/obo/UBERON_0003867>	"distal phalanx of pes"
<http://purl.obolibrary.org/obo/UBERON_0003868>	"proximal phalanx of pes"
<http://purl.obolibrary.org/obo/UBERON_0003958>	"long bone epiphyseal ossification zone"
<http://purl.obolibrary.org/obo/UBERON_0004098>	"tibial plateaux"
<http://purl.obolibrary.org/obo/UBERON_0004109>	"cortex of humerus"
<http://purl.obolibrary.org/obo/UBERON_0004248>	"pedal digit bone"
<http://purl.obolibrary.org/obo/UBERON_0004249>	"manual digit bone"
<http://purl.obolibrary.org/obo/UBERON_0004250>	"upper arm bone"
<http://purl.obolibrary.org/obo/UBERON_0004251>	"hindlimb zeugopod bone"
<http://purl.obolibrary.org/obo/UBERON_0004300>	"distal phalanx"
<http://purl.obolibrary.org/obo/UBERON_0004301>	"middle phalanx"
<http://purl.obolibrary.org/obo/UBERON_0004302>	"proximal phalanx"
<http://purl.obolibrary.org/obo/UBERON_0004311>	"distal phalanx of manual digit 2"
<http://purl.obolibrary.org/obo/UBERON_0004312>	"distal phalanx of manual digit 3"
<http://purl.obolibrary.org/obo/UBERON_0004313>	"distal phalanx of manual digit 4"
<http://purl.obolibrary.org/obo/UBERON_0004314>	"distal phalanx of manual digit 5"
<http://purl.obolibrary.org/obo/UBERON_0004315>	"distal phalanx of pedal digit 1"
<http://purl.obolibrary.org/obo/UBERON_0004316>	"distal phalanx of pedal digit 2"
<http://purl.obolibrary.org/obo/UBERON_0004317>	"distal phalanx of pedal digit 3"
<http://purl.obolibrary.org/obo/UBERON_0004318>	"distal phalanx of pedal digit 4"
<http://purl.obolibrary.org/obo/UBERON_0004319>	"distal phalanx of pedal digit 5"
<http://purl.obolibrary.org/obo/UBERON_0004320>	"middle phalanx of manual digit 2"
<http://purl.obolibrary.org/obo/UBERON_0004321>	"middle phalanx of manual digit 3"
<http://purl.obolibrary.org/obo/UBERON_0004322>	"middle phalanx of manual digit 4"
<http://purl.obolibrary.org/obo/UBERON_0004323>	"middle phalanx of manual digit 5"
<http://purl.obolibrary.org/obo/UBERON_0004324>	"middle phalanx of pedal digit 2"
<http://purl.obolibrary.org/obo/UBERON_0004325>	"middle phalanx of pedal digit 3"
