ID,Label,Subset tag
ID,,AI oboInOwl:inSubset
UBERON:8410062,parasympathetic cholinergic nerve,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8410071,subcapsular sinus ceiling,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8410072,subcapsular sinus floor,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8410074,lymph node paracortical sinus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8410075,lymph node paracortical cord,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8420001,ethmoidal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8420002,anterior ethmoidal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8420003,posterior ethmoidal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8480032,neck of pancreas,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600000,lobular bronchiole,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600001,epithelium of lobular bronchiole,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600002,mucosa of lobular bronchiole,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600003,smooth muscle tissue of lobular bronchiole,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600004,visceral muscle tissue,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600005,visceral smooth muscle tissue,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600006,visceral striated muscle tissue,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600007,visceral transversely striated muscle tissue,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600008,visceral obliquely striated muscle tissue,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600009,subsegmental bronchus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600010,bronchial submucosal gland ciliated duct,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600011,tracheal submucosal gland ciliated duct,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600012,submucosal gland acinus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600013,submucosal gland collecting duct,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600014,submucosal gland ciliated duct,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600015,posterior sector of right lobe of liver,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600016,anterior sector of right lobe of liver,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600017,bronchopulmonary segment,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600018,neuroendocrine system,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600019,placental basal plate,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600020,placental septum,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600021,chorionic plate blood vessel,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600022,pulmonary interlobular septum,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600023,placental villous stroma,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600024,pulmonary venule,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600025,intervillous space,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600026,chorionic villous tree,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600027,chorionic stem villus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600028,chorionic mesenchymal villus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600029,chorionic immature intermediate villus',http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600030,chorionic terminal villus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600031,chorionic mature intermediate villus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600032,chorionic floating villus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600033,chorionic anchoring villus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600034,jejunum lamina propria,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600035,ileum lamina propria ,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600036,kidney loop of Henle long descending thin limb outer medulla,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600037,kidney loop of Henle long descending thin limb inner medulla,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600038,placental disc,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600039,chorionic villous mesenchyme,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600040,chorionic stem villous blood vessel,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600041,chorionic terminal villous capillary,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600042,endometrial lymphatic vessel,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600043,lateral wall of urinary bladder,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600044,left lateral wall of urinary bladder,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600045,right lateral wall of urinary bladder,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600046,anterior wall of urinary bladder,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600047,posterior wall of urinary bladder,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600048,apex of urinary bladder,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600049,dome of urinary bladder,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600050,trophoblast island,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600051,segmental pulmonary vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600052,subsegmental pulmonary vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600053,esophageal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600054,supreme intercostal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600055,atrioventricular nodal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600056,lateral sacral vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600057,middle hemorrhoidal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
