AAO		AAO:0000001	adipose tissue	equivalent_to		UBERON:0001013	adipose tissue	0		true	
AAO		AAO:0000002	alary cartilage	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000003	alary process of premaxilla	part_of	part_of	UBERON:0002244	premaxilla	1		true	
AAO		AAO:0000006	alveolar foramen	subclass		UBERON:0001710	lower jaw	2		true	
AAO		AAO:0000007	anatomical system	equivalent_to		UBERON:0000467	anatomical system	0		true	
AAO		AAO:0000010	angular	subclass		UBERON:0003278	skeleton of lower jaw	1		true	
AAO		AAO:0000012	angulosplenial coronoid process	subclass		UBERON:0003278	skeleton of lower jaw	1		true	
AAO		AAO:0000013	animal tissue	subclass		UBERON:0000479	portion of tissue	1		false	
AAO		AAO:0000015	anterior maxillary process	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000016	anterior nasal wall	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000017	anterior process of pars palatina of maxilla	part_of	part_of	UBERON:0002397	maxilla	2		true	
AAO		AAO:0000018	anterior ramus of pterygoid	part_of	part_of	UBERON:0003108	suspensorium	2		true	
AAO		AAO:0000020	anterolateral process of frontoparietal	part_of	part_of	UBERON:0003129	skull	4		true	
AAO		AAO:0000022	antorbital process	part_of	part_of	UBERON:0002397	maxilla	2		true	
AAO		AAO:0000024	apertura nasalis externa	equivalent_to		UBERON:0005928	external naris	0		true	
AAO		AAO:0000025	apertura nasalis interna	subclass		UBERON:0006332	nasal capsule	2		true	
AAO		AAO:0000027	areolar connective tissue	equivalent_to		UBERON:0006815	areolar connective tissue	0		true	
AAO		AAO:0000028	articular	equivalent_to		UBERON:0004744	anguloarticular	0		true	
AAO		AAO:0000031	ascending process of palatoquadrate	part_of	part_of	UBERON:0003108	suspensorium	2		true	
AAO		AAO:0000032	auditory muscles	subclass		UBERON:0002376	muscle of head	1		true	
AAO		AAO:0000033	autonomic nervous system	equivalent_to		UBERON:0002410	autonomic nervous system	0		true	
AAO		AAO:0000034	axial skeleton	equivalent_to		UBERON:0002090	postcranial axial skeleton	0		true	
AAO		AAO:0000036	basal process of palatoquadrate	part_of	part_of	UBERON:0003108	suspensorium	2		true	
AAO		AAO:0000037	basicranial fontanelle	part_of	part_of	UBERON:0003129	skull	3		true	
AAO		AAO:0000038	basimandibulare	part_of	part_of	UBERON:0003278	skeleton of lower jaw	1		true	
AAO		AAO:0000039	basioccipital	equivalent_to		UBERON:0001692	basioccipital bone	0		true	
AAO		AAO:0000040	basisphenoid	equivalent_to		UBERON:0006428	basisphenoid bone	0		true	
AAO		AAO:0000041	bidders organ	part_of	part_of	UBERON:0004122	genitourinary system	1		true	
AAO		AAO:0000042	blastoderm	equivalent_to		UBERON:0004750	blastoderm	0		true	
AAO		AAO:0000043	blastodisc	equivalent_to		UBERON:0004749	blastodisc	0		true	
AAO		AAO:0000044	blastomere	subclass		UBERON:0002050	embryonic structure	1		true	
AAO		AAO:0000045	blastopore	equivalent_to		UBERON:0000100	blastopore	0		true	
AAO		AAO:0000046	blood	equivalent_to		UBERON:0000178	blood	0		true	
AAO		AAO:0000047	bone	equivalent_to		UBERON:0001474	bone	0		true	
AAO		AAO:0000049	bottle cells	subclass		UBERON:0002050	embryonic structure	1		true	
AAO		AAO:0000050	braincase and auditory apparatus	part_of	part_of	UBERON:0003129	skull	1		true	
AAO		AAO:0000051	braincase and otic capsule opening	part_of	part_of	UBERON:0003129	skull	2		true	
AAO		AAO:0000052	braincase and otic capsule skeleton	part_of	part_of	UBERON:0003129	skull	2		true	
AAO		AAO:0000053	buccal cavity	equivalent_to		UBERON:0000167	oral cavity	0		true	
AAO		AAO:0000054	buccopharyngeal cavity	part_of	part_of	UBERON:0001004	respiratory system	1		true	
AAO		AAO:0000057	canalis semircularis anterior	part_of	part_of	UBERON:0001846	internal ear	2		true	
AAO		AAO:0000058	canalis semircularis posterior	part_of	part_of	UBERON:0001846	internal ear	2		true	
AAO		AAO:0000059	capsular process	part_of	part_of	UBERON:0006813	nasal skeleton	2		true	
AAO		AAO:0000060	cartilage	equivalent_to		UBERON:0002418	cartilage	0		true	
AAO		AAO:0000061	cartilage bridge	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000068	cartilago ectochoanalis	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000069	cartilago infranarina	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000074	cartilago orbitalis	part_of	part_of	UBERON:0003129	skull	3		true	
AAO		AAO:0000078	cartilago prootico-occipitalis	part_of	part_of	UBERON:0003129	skull	3		true	
AAO		AAO:0000079	cartilago retronarina	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000080	caudal-sacral region	part_of	part_of	UBERON:0001130	vertebral column	1		true	
AAO		AAO:0000081	caudal muscles	part_of	part_of	UBERON:0000383	musculature of body	1		true	
AAO		AAO:0000082	caudal region	equivalent_to		UBERON:0006071	caudal region	0		true	
AAO		AAO:0000085	cavum inferius	subclass		UBERON:0001707	nasal cavity	1		true	
AAO		AAO:0000086	cavum internasale	subclass		UBERON:0001707	nasal cavity	1		true	
AAO		AAO:0000087	cavum medius	subclass		UBERON:0001707	nasal cavity	1		true	
AAO		AAO:0000088	cavum praenasale	subclass		UBERON:0001707	nasal cavity	1		true	
AAO		AAO:0000089	cavum principale	subclass		UBERON:0001707	nasal cavity	1		true	
AAO		AAO:0000090	central nervous system	equivalent_to		UBERON:0001017	central nervous system	0		true	
AAO		AAO:0000091	cervical muscles	part_of	part_of	UBERON:0000383	musculature of body	1		true	
AAO		AAO:0000092	cervical region	equivalent_to		UBERON:0005434	cervical region	0		true	
AAO		AAO:0000093	choana	equivalent_to		UBERON:0004771	posterior nasal aperture	0		true	
AAO		AAO:0000094	chondrocranium	equivalent_to		UBERON:0004761	cartilaginous neurocranium	0		true	
AAO		AAO:0000095	cloaca	equivalent_to		UBERON:0000162	cloaca	0		true	
AAO		AAO:0000098	connective tissue	equivalent_to		UBERON:0002384	connective tissue	0		true	
AAO		AAO:0000099	connective tissue proper	subclass		UBERON:0002384	connective tissue	1		true	
AAO		AAO:0000103	coronoid	part_of	part_of	UBERON:0003278	skeleton of lower jaw	1		true	
AAO		AAO:0000104	coronoid teeth	part_of	part_of	UBERON:0003672	dentition	1		true	
AAO		AAO:0000107	cranial muscles	equivalent_to		UBERON:0002376	muscle of head	0		true	
AAO		AAO:0000108	cranial nerves	equivalent_to		UBERON:0001785	cranial nerve	0		true	
AAO		AAO:0000109	cranial skeleton	equivalent_to		UBERON:0003129	skull	0		true	
AAO		AAO:0000110	crista contacta	part_of	part_of	UBERON:0006813	nasal skeleton	3		true	
AAO		AAO:0000111	crista dentalis of maxilla	part_of	part_of	UBERON:0002397	maxilla	2		true	
AAO		AAO:0000112	crista dentalis of premaxilla	part_of	part_of	UBERON:0002244	premaxilla	2		true	
AAO		AAO:0000113	crista intermedia	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000115	crista lateralis of premaxilla	part_of	part_of	UBERON:0002244	premaxilla	1		true	
AAO		AAO:0000116	crista parotica	equivalent_to		UBERON:0006837	tegmen tympani	0		true	
AAO		AAO:0000117	crista subnasalis	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000118	crista supraorbitalis	part_of	part_of	UBERON:0006813	nasal skeleton	1		true	
AAO		AAO:0000119	cutaneous muscles	equivalent_to		UBERON:0006821	cutaneous muscle	0		true	
