ClassID	ClassLabel	RO_0002496 existence starts during or after ID	RO_0002496 existence starts during or after Label	RO_0002497 existence ends during or before ID	RO_0002497 existence ends during or before Label
BFO:0000030	object				
BFO:0000040	material entity				
CHEBI:15440	squalene				
CHEBI:16247	phospholipid				
CHEBI:16526	carbon dioxide				
CHEBI:16646	carbohydrate				
CHEBI:16990	bilirubin				
CHEBI:17029	chitin				
CHEBI:17089	glycoprotein				
CHEBI:17761	ceramide				
CHEBI:18059	lipid				
CHEBI:18085	glycosaminoglycan				
CHEBI:18154	polysaccharide				
CHEBI:18246	(1->4)-beta-D-glucan				
CHEBI:21638	N-acylglucosamine				
CHEBI:21656	N-acyl-hexosamine				
CHEBI:22506	aminoglycan				
CHEBI:22868	bile salt				
CHEBI:22985	calcium molecular entity				
CHEBI:23014	carbon oxide				
CHEBI:23016	carbonates				
CHEBI:23044	carotenoid				
CHEBI:23045	carotenol				
CHEBI:23079	cerebroside				
CHEBI:23213	choline ester				
CHEBI:23217	cholines				
CHEBI:23367	molecular entity				
CHEBI:24271	glucosamines				
CHEBI:24402	glycosphingolipid				
CHEBI:24431	chemical entity				
CHEBI:24532	organic heterocyclic compound				
CHEBI:24586	hexosamine				
CHEBI:24632	hydrocarbon				
CHEBI:24651	hydroxides				
CHEBI:24833	oxoacid				
CHEBI:24866	salt				
CHEBI:24868	organic salt				
CHEBI:24870	ion				
CHEBI:24913	isoprenoid				
CHEBI:25046	linear tetrapyrrole				
CHEBI:25367	molecule				
CHEBI:25513	neutral glycosphingolipid				
CHEBI:25585	nonmetal atom				
CHEBI:25701	organic oxide				
CHEBI:25703	organic phosphate				
CHEBI:25704	organic sulfate				
CHEBI:25710	organophosphorus compound				
CHEBI:25741	oxide				
CHEBI:25805	oxygen atom				
CHEBI:25806	oxygen molecular entity				
CHEBI:26020	phosphate				
CHEBI:26079	phosphoric acid derivative				
CHEBI:26082	phosphorus molecular entity				
CHEBI:26214	porphyrins				
CHEBI:26469	quaternary nitrogen compound				
CHEBI:26712	sodium molecular entity				
CHEBI:26714	sodium salt				
CHEBI:26739	sphingolipid				
CHEBI:26819	sulfuric ester				
CHEBI:26820	sulfates				
CHEBI:26835	sulfur molecular entity				
CHEBI:26873	terpenoid				
CHEBI:26932	tetrapyrrole				
CHEBI:26935	tetraterpenoid				
CHEBI:27325	xanthophyll				
CHEBI:27369	zwitterion				
CHEBI:27547	zeaxanthin				
CHEBI:28793	beta-D-glucan				
CHEBI:28838	lutein				
CHEBI:28963	amino sugar				
CHEBI:32988	amide				
CHEBI:3311	calcium carbonate				
CHEBI:33241	oxoacid derivative				
CHEBI:33245	organic fundamental parent				
CHEBI:33250	atom				
CHEBI:33256	primary amide				
CHEBI:33261	organosulfur compound				
CHEBI:33285	heteroorganic entity				
CHEBI:33296	alkali metal molecular entity				
CHEBI:33299	alkaline earth molecular entity				
CHEBI:33302	pnictogen molecular entity				
CHEBI:33303	chalcogen				
CHEBI:33304	chalcogen molecular entity				
CHEBI:33318	main group element atom				
CHEBI:33424	sulfur oxoacid derivative				
CHEBI:33560	p-block element atom				
CHEBI:33563	glycolipid				
CHEBI:33575	carboxylic acid				
CHEBI:33579	main group molecular entity				
CHEBI:33582	carbon group molecular entity				
CHEBI:33595	cyclic compound				
CHEBI:33608	hydrogen molecular entity				
CHEBI:33635	polycyclic compound				
CHEBI:33655	aromatic compound				
CHEBI:33659	organic aromatic compound				
CHEBI:33674	s-block molecular entity				
CHEBI:33675	p-block molecular entity				
CHEBI:33692	hydrides				
CHEBI:33694	biomacromolecule				
CHEBI:33695	information biomacromolecule				
CHEBI:33702	polyatomic cation				
CHEBI:33832	organic cyclic compound				
CHEBI:33833	heteroarene				
CHEBI:33837	conjugated protein				
CHEBI:33839	macromolecule				
CHEBI:35156	calcium salt				
CHEBI:35186	terpene				
CHEBI:35191	triterpene				
CHEBI:35267	quaternary ammonium ion				
CHEBI:35274	ammonium ion				
CHEBI:35281	onium betaine				
CHEBI:35284	ammonium betaine				
CHEBI:35341	steroid				
CHEBI:35352	organonitrogen compound				
CHEBI:35479	alkali metal salt				
CHEBI:35507	natural product fundamental parent				
CHEBI:35605	carbon oxoacid				
CHEBI:35692	dicarboxylic acid				
CHEBI:35701	ester				
CHEBI:35722	sulfated glycosaminoglycan				
CHEBI:35724	carbohydrate sulfate				
CHEBI:35740	liposaccharide				
CHEBI:35786	phosphosphingolipid				
CHEBI:35794	tetrapyrrole fundamental parent				
CHEBI:36078	cholanoid				
CHEBI:36080	protein				
CHEBI:36277	bile acid salt				
CHEBI:36309	cyclic tetrapyrrole				
CHEBI:36357	polyatomic entity				
CHEBI:36358	polyatomic ion				
CHEBI:36359	phosphorus oxoacid derivative				
CHEBI:36360	phosphorus oxoacids and derivatives				
CHEBI:36364	alkaline earth salt				
CHEBI:36498	galactosylceramide				
CHEBI:36586	carbonyl compound				
CHEBI:36587	organic oxo compound				
CHEBI:36700	phosphocholines				
CHEBI:36735	biladienes				
CHEBI:36916	cation				
CHEBI:36962	organochalcogen compound				
CHEBI:36963	organooxygen compound				
CHEBI:37163	glucan				
CHEBI:37164	homopolysaccharide				
CHEBI:37175	organic hydride				
CHEBI:37395	mucopolysaccharide				
CHEBI:37397	chondroitin sulfate				
CHEBI:37577	heteroatomic molecular entity				
CHEBI:37622	carboxamide				
CHEBI:37734	phosphoric ester				
CHEBI:37826	sulfuric acid derivative				
CHEBI:38077	polypyrrole				
CHEBI:38101	organonitrogen heterocyclic compound				
CHEBI:38700	organic sodium salt				
CHEBI:39022	inclusion compound				
CHEBI:39024	clathrate compound				
CHEBI:46662	mineral				
CHEBI:46721	carbonate salt				
CHEBI:46723	phosphate mineral				
CHEBI:47882	cyclic polypyrrole				
CHEBI:50860	organic molecular entity				
CHEBI:50967	non-covalently-bound molecular entity				
CHEBI:51143	nitrogen molecular entity				
CHEBI:51151	dipolar compound				
CHEBI:51958	organic polycyclic compound				
CHEBI:52254	apatite				
CHEBI:52255	hydroxylapatite				
CHEBI:5254	galactolipid				
CHEBI:5686	heterocyclic compound				
CHEBI:59999	chemical substance				
CHEBI:60924	keratan sulfate				
CHEBI:60926	amino monosaccharide				
CHEBI:62941	glycosylceramide				
CHEBI:63299	carbohydrate derivative				
CHEBI:64583	sphingomyelin				
CHEBI:64708	one-carbon compound				
CHEBI:64709	organic acid				
CHEBI:6495	lipoprotein				
CHEBI:65212	polysaccharide derivative				
CHEBI:72695	organic molecule				
CHEBI:78616	carbohydrates and carbohydrate derivatives				
CHEBI:8337	porphyrin				
CL:0000000	cell				
CL:0000001	primary cultured cell				
CL:0000003	native cell				
CL:0000005	fibroblast neural crest derived	UBERON:0000111	organogenesis stage	UBERON:0000071	death stage
CL:0000006	neuronal receptor cell	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000007	early embryonic cell				
CL:0000008	migratory cranial neural crest cell	UBERON:0000111	organogenesis stage		
CL:0000010	cultured cell				
CL:0000011	migratory trunk neural crest cell	UBERON:0000111	organogenesis stage		
CL:0000014	germ line stem cell				
CL:0000015	male germ cell				
CL:0000016	male germ line stem cell				
CL:0000017	spermatocyte				
CL:0000018	spermatid				
CL:0000019	sperm				
CL:0000020	spermatogonium				
CL:0000021	female germ cell				
CL:0000022	female germ line stem cell				
CL:0000023	oocyte				
CL:0000024	oogonial cell	UBERON:0000106	zygote stage		
CL:0000025	egg cell				
CL:0000026	invertebrate nurse cell				
CL:0000027	smooth muscle cell neural crest derived	UBERON:0000111	organogenesis stage		
CL:0000028	CNS neuron (sensu Nematoda and Protostomia)	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000029	neuron neural crest derived	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000030	glioblast	UBERON:0000108	blastula stage		
CL:0000031	neuroblast	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000032	neuroplacodal cell	UBERON:0000108	blastula stage		
CL:0000033	apocrine cell				
CL:0000034	stem cell				
CL:0000035	single fate stem cell				
CL:0000036	epithelial fate stem cell				
CL:0000037	hematopoietic stem cell	UBERON:0000106	zygote stage		
CL:0000038	erythroid progenitor cell	UBERON:0000106	zygote stage		
CL:0000039	germ line cell				
CL:0000040	monoblast	UBERON:0000111	organogenesis stage		
CL:0000041	mature eosinophil	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000042	neutrophilic myeloblast	UBERON:0000111	organogenesis stage		
CL:0000043	mature basophil	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000047	neuronal stem cell	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000048	multi fate stem cell				
CL:0000049	common myeloid progenitor	UBERON:0000106	zygote stage		
CL:0000050	megakaryocyte-erythroid progenitor cell	UBERON:0000106	zygote stage		
CL:0000051	common lymphoid progenitor	UBERON:0000106	zygote stage		
CL:0000052	totipotent stem cell				
CL:0000054	bone matrix secreting cell				
CL:0000055	non-terminally differentiated cell				
CL:0000056	myoblast	UBERON:0000108	blastula stage		
CL:0000057	fibroblast	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000058	chondroblast	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000059	ameloblast	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000060	odontoblast	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000061	cementoblast	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000062	osteoblast	UBERON:0000111	organogenesis stage	UBERON:0000071	death stage
CL:0000064	ciliated cell				
CL:0000065	ependymal cell	UBERON:0000108	blastula stage	UBERON:0000071	death stage
CL:0000066	epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000067	ciliated epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000068	duct epithelial cell	UBERON:0000111	organogenesis stage	UBERON:0000071	death stage
CL:0000069	branched duct epithelial cell	UBERON:0000111	organogenesis stage	UBERON:0000071	death stage
CL:0000071	blood vessel endothelial cell	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000072	non-branched duct epithelial cell	UBERON:0000111	organogenesis stage	UBERON:0000071	death stage
CL:0000073	barrier epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000075	columnar/cuboidal epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000076	squamous epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000077	mesothelial cell	UBERON:0000108	blastula stage	UBERON:0000071	death stage
CL:0000078	peridermal cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000079	stratified epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000080	circulating cell	UBERON:0000111	organogenesis stage	UBERON:0000071	death stage
CL:0000081	blood cell				
CL:0000082	epithelial cell of lung	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000083	epithelial cell of pancreas	UBERON:0000111	organogenesis stage	UBERON:0000071	death stage
CL:0000084	T cell	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000085	germ line stem cell (sensu Vertebrata)				
CL:0000086	germ line stem cell (sensu Nematoda and Protostomia)				
CL:0000087	male germ line stem cell (sensu Nematoda and Protostomia)				
CL:0000088	female germ line stem cell (sensu Nematoda and Protostomia)				
CL:0000089	male germ line stem cell (sensu Vertebrata)				
CL:0000090	female germ line stem cell (sensu Vertebrata)				
CL:0000091	Kupffer cell	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000092	osteoclast	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000094	granulocyte	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000095	neuron associated cell	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000096	mature neutrophil	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
