?x	?label
<http://owltools.org/Q>	
<http://purl.obolibrary.org/obo/BFO_0000001>	"entity"
<http://purl.obolibrary.org/obo/BFO_0000002>	"continuant"
<http://purl.obolibrary.org/obo/BFO_0000004>	"independent continuant"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/UBERON_0000031>	"lamina propria of trachea"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"anatomical structure"
<http://purl.obolibrary.org/obo/UBERON_0000065>	"respiratory tract"
<http://purl.obolibrary.org/obo/UBERON_0000072>	"proximo-distal subdivision of respiratory tract"
<http://purl.obolibrary.org/obo/UBERON_0000101>	"lobe of lung"
<http://purl.obolibrary.org/obo/UBERON_0000102>	"lung vasculature"
<http://purl.obolibrary.org/obo/UBERON_0000114>	"lung connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0000115>	"lung epithelium"
<http://purl.obolibrary.org/obo/UBERON_0000116>	"lung saccule"
<http://purl.obolibrary.org/obo/UBERON_0000117>	"respiratory tube"
<http://purl.obolibrary.org/obo/UBERON_0000170>	"pair of lungs"
<http://purl.obolibrary.org/obo/UBERON_0000171>	"respiration organ"
<http://purl.obolibrary.org/obo/UBERON_0000205>	"papula"
<http://purl.obolibrary.org/obo/UBERON_0000206>	"pharyngeal gill"
<http://purl.obolibrary.org/obo/UBERON_0000355>	"pharyngeal mucosa"
<http://purl.obolibrary.org/obo/UBERON_0000379>	"tracheal mucosa"
<http://purl.obolibrary.org/obo/UBERON_0000388>	"epiglottis"
<http://purl.obolibrary.org/obo/UBERON_0000402>	"nasal vestibule"
<http://purl.obolibrary.org/obo/UBERON_0000410>	"bronchial mucosa"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"material anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"anatomical system"
<http://purl.obolibrary.org/obo/UBERON_0000929>	"pharyngeal branch of vagus nerve"
<http://purl.obolibrary.org/obo/UBERON_0000977>	"pleura"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"respiratory system"
<http://purl.obolibrary.org/obo/UBERON_0001005>	"respiratory airway"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"chordate pharynx"
<http://purl.obolibrary.org/obo/UBERON_0001051>	"hypopharynx"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0001102>	"cartilage of main bronchus"
<http://purl.obolibrary.org/obo/UBERON_0001103>	"diaphragm"
<http://purl.obolibrary.org/obo/UBERON_0001557>	"upper respiratory tract"
<http://purl.obolibrary.org/obo/UBERON_0001558>	"lower respiratory tract"
<http://purl.obolibrary.org/obo/UBERON_0001566>	"cricothyroid muscle"
<http://purl.obolibrary.org/obo/UBERON_0001568>	"muscle of larynx"
<http://purl.obolibrary.org/obo/UBERON_0001570>	"inferior pharyngeal constrictor"
<http://purl.obolibrary.org/obo/UBERON_0001707>	"nasal cavity"
<http://purl.obolibrary.org/obo/UBERON_0001724>	"sphenoidal sinus"
<http://purl.obolibrary.org/obo/UBERON_0001728>	"nasopharynx"
<http://purl.obolibrary.org/obo/UBERON_0001729>	"oropharynx"
<http://purl.obolibrary.org/obo/UBERON_0001730>	"extrinsic ligament of larynx"
<http://purl.obolibrary.org/obo/UBERON_0001732>	"pharyngeal tonsil"
<http://purl.obolibrary.org/obo/UBERON_0001735>	"tonsillar ring"
<http://purl.obolibrary.org/obo/UBERON_0001737>	"larynx"
<http://purl.obolibrary.org/obo/UBERON_0001738>	"thyroid cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001739>	"laryngeal cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001740>	"arytenoid cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001741>	"corniculate cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001742>	"epiglottic cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001743>	"ligament of larynx"
<http://purl.obolibrary.org/obo/UBERON_0001760>	"frontal sinus"
<http://purl.obolibrary.org/obo/UBERON_0001761>	"future foramen cecum"
<http://purl.obolibrary.org/obo/UBERON_0001764>	"maxillary sinus"
<http://purl.obolibrary.org/obo/UBERON_0001824>	"mucosa of larynx"
<http://purl.obolibrary.org/obo/UBERON_0001825>	"paranasal sinus"
<http://purl.obolibrary.org/obo/UBERON_0001826>	"nasal cavity mucosa"
<http://purl.obolibrary.org/obo/UBERON_0001901>	"epithelium of trachea"
<http://purl.obolibrary.org/obo/UBERON_0001951>	"epithelium of nasopharynx"
<http://purl.obolibrary.org/obo/UBERON_0001952>	"epithelium of oropharynx"
<http://purl.obolibrary.org/obo/UBERON_0001955>	"epithelium of respiratory bronchiole"
<http://purl.obolibrary.org/obo/UBERON_0001956>	"cartilage of bronchus"
<http://purl.obolibrary.org/obo/UBERON_0001957>	"submucosa of bronchus"
<http://purl.obolibrary.org/obo/UBERON_0001958>	"terminal bronchiole epithelium"
<http://purl.obolibrary.org/obo/UBERON_0001963>	"bronchial-associated lymphoid tissue"
<http://purl.obolibrary.org/obo/UBERON_0001997>	"olfactory epithelium"
<http://purl.obolibrary.org/obo/UBERON_0002031>	"epithelium of bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002041>	"terminal bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002048>	"lung"
<http://purl.obolibrary.org/obo/UBERON_0002051>	"epithelium of bronchiole"
<http://purl.obolibrary.org/obo/UBERON_0002167>	"right lung"
<http://purl.obolibrary.org/obo/UBERON_0002168>	"left lung"
<http://purl.obolibrary.org/obo/UBERON_0002169>	"alveolar sac"
<http://purl.obolibrary.org/obo/UBERON_0002170>	"upper lobe of right lung"
<http://purl.obolibrary.org/obo/UBERON_0002171>	"lower lobe of right lung"
<http://purl.obolibrary.org/obo/UBERON_0002172>	"alveolar atrium"
<http://purl.obolibrary.org/obo/UBERON_0002173>	"pulmonary alveolar duct"
<http://purl.obolibrary.org/obo/UBERON_0002174>	"middle lobe of right lung"
<http://purl.obolibrary.org/obo/UBERON_0002177>	"right main bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002178>	"left main bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002182>	"main bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002183>	"lobar bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002184>	"segmental bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002186>	"bronchiole"
<http://purl.obolibrary.org/obo/UBERON_0002187>	"terminal bronchiole"
<http://purl.obolibrary.org/obo/UBERON_0002188>	"respiratory bronchiole"
<http://purl.obolibrary.org/obo/UBERON_0002202>	"submucosa of trachea"
<http://purl.obolibrary.org/obo/UBERON_0002232>	"olfactory gland"
<http://purl.obolibrary.org/obo/UBERON_0002299>	"alveolus of lung"
<http://purl.obolibrary.org/obo/UBERON_0002338>	"lamina propria of bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002339>	"epithelium of lobar bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002340>	"epithelium of main bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002341>	"epithelium of segmental bronchus"
<http://purl.obolibrary.org/obo/UBERON_0002372>	"tonsil"
<http://purl.obolibrary.org/obo/UBERON_0002373>	"palatine tonsil"
<http://purl.obolibrary.org/obo/UBERON_0002375>	"cricoid cartilage"
<http://purl.obolibrary.org/obo/UBERON_0002400>	"parietal pleura"
<http://purl.obolibrary.org/obo/UBERON_0002401>	"visceral pleura"
<http://purl.obolibrary.org/obo/UBERON_0002402>	"pleural cavity"
<http://purl.obolibrary.org/obo/UBERON_0002453>	"ethmoid sinus"
<http://purl.obolibrary.org/obo/UBERON_0002486>	"glottis"
<http://purl.obolibrary.org/obo/UBERON_0002535>	"gill"
<http://purl.obolibrary.org/obo/UBERON_0003091>	"thyroid primordium"
<http://purl.obolibrary.org/obo/UBERON_0003118>	"pharyngeal arch artery 1"
<http://purl.obolibrary.org/obo/UBERON_0003119>	"pharyngeal arch artery 2"
<http://purl.obolibrary.org/obo/UBERON_0003120>	"pharyngeal arch artery 3"
<http://purl.obolibrary.org/obo/UBERON_0003121>	"pharyngeal arch artery 4"
<http://purl.obolibrary.org/obo/UBERON_0003122>	"pharyngeal arch artery 5"
<http://purl.obolibrary.org/obo/UBERON_0003123>	"pharyngeal arch artery 6"
<http://purl.obolibrary.org/obo/UBERON_0003126>	"trachea"
<http://purl.obolibrary.org/obo/UBERON_0003127>	"open tracheal system trachea"
<http://purl.obolibrary.org/obo/UBERON_0003261>	"thyroid primordium endoderm"
<http://purl.obolibrary.org/obo/UBERON_0003279>	"endothelium of trachea"
<http://purl.obolibrary.org/obo/UBERON_0003280>	"endothelium of main bronchus"
<http://purl.obolibrary.org/obo/UBERON_0003295>	"pharyngeal gland"
<http://purl.obolibrary.org/obo/UBERON_0003351>	"pharyngeal epithelium"
<http://purl.obolibrary.org/obo/UBERON_0003364>	"epithelium of right lung"
<http://purl.obolibrary.org/obo/UBERON_0003365>	"epithelium of left lung"
<http://purl.obolibrary.org/obo/UBERON_0003384>	"skeletal muscle tissue of pharynx"
<http://purl.obolibrary.org/obo/UBERON_0003387>	"smooth muscle of trachea"
<http://purl.obolibrary.org/obo/UBERON_0003389>	"mesothelium of diaphragm"
<http://purl.obolibrary.org/obo/UBERON_0003404>	"lobar bronchus of right lung"
<http://purl.obolibrary.org/obo/UBERON_0003405>	"lobar bronchus of left lung"
<http://purl.obolibrary.org/obo/UBERON_0003406>	"cartilage of respiratory system"
<http://purl.obolibrary.org/obo/UBERON_0003410>	"oropharyngeal gland"
<http://purl.obolibrary.org/obo/UBERON_0003456>	"respiratory system lymphatic vessel"
