?x	?label
<http://owltools.org/Q>	
<http://purl.obolibrary.org/obo/BFO_0000001>	"entity"
<http://purl.obolibrary.org/obo/BFO_0000002>	"continuant"
<http://purl.obolibrary.org/obo/BFO_0000004>	"independent continuant"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/CARO_0000000>	"anatomical entity"
<http://purl.obolibrary.org/obo/CARO_0030000>	"biological entity"
<http://purl.obolibrary.org/obo/UBERON_0000002>	"uterine cervix"
<http://purl.obolibrary.org/obo/UBERON_0000035>	"primary ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0000036>	"secondary ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0000037>	"tertiary ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0000038>	"follicular fluid"
<http://purl.obolibrary.org/obo/UBERON_0000039>	"follicular antrum"
<http://purl.obolibrary.org/obo/UBERON_0000051>	"fornix of vagina"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"anatomical structure"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"male reproductive system"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"zona pellucida"
<http://purl.obolibrary.org/obo/UBERON_0000155>	"theca cell layer"
<http://purl.obolibrary.org/obo/UBERON_0000156>	"theca externa"
<http://purl.obolibrary.org/obo/UBERON_0000157>	"theca interna"
<http://purl.obolibrary.org/obo/UBERON_0000359>	"preputial gland"
<http://purl.obolibrary.org/obo/UBERON_0000428>	"prostate epithelium"
<http://purl.obolibrary.org/obo/UBERON_0000450>	"corpus albicans"
<http://purl.obolibrary.org/obo/UBERON_0000453>	"decidua basalis"
<http://purl.obolibrary.org/obo/UBERON_0000458>	"endocervix"
<http://purl.obolibrary.org/obo/UBERON_0000459>	"uterine wall"
<http://purl.obolibrary.org/obo/UBERON_0000460>	"major vestibular gland"
<http://purl.obolibrary.org/obo/UBERON_0000461>	"minor vestibular gland"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"material anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"anatomical system"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"testis"
<http://purl.obolibrary.org/obo/UBERON_0000474>	"female reproductive system"
<http://purl.obolibrary.org/obo/UBERON_0000989>	"penis"
<http://purl.obolibrary.org/obo/UBERON_0000990>	"reproductive system"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"gonad"
<http://purl.obolibrary.org/obo/UBERON_0000992>	"ovary"
<http://purl.obolibrary.org/obo/UBERON_0000993>	"oviduct"
<http://purl.obolibrary.org/obo/UBERON_0000994>	"spermathecum"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"uterus"
<http://purl.obolibrary.org/obo/UBERON_0000996>	"vagina"
<http://purl.obolibrary.org/obo/UBERON_0000997>	"mammalian vulva"
<http://purl.obolibrary.org/obo/UBERON_0000998>	"seminal vesicle"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"ejaculatory duct"
<http://purl.obolibrary.org/obo/UBERON_0001000>	"vas deferens"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0001295>	"endometrium"
<http://purl.obolibrary.org/obo/UBERON_0001296>	"myometrium"
<http://purl.obolibrary.org/obo/UBERON_0001297>	"serosa of uterus"
<http://purl.obolibrary.org/obo/UBERON_0001299>	"glans penis"
<http://purl.obolibrary.org/obo/UBERON_0001300>	"scrotum"
<http://purl.obolibrary.org/obo/UBERON_0001301>	"epididymis"
<http://purl.obolibrary.org/obo/UBERON_0001302>	"right uterine tube"
<http://purl.obolibrary.org/obo/UBERON_0001303>	"left uterine tube"
<http://purl.obolibrary.org/obo/UBERON_0001304>	"germinal epithelium of ovary"
<http://purl.obolibrary.org/obo/UBERON_0001305>	"ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0001306>	"cumulus oophorus"
<http://purl.obolibrary.org/obo/UBERON_0001307>	"capsule of ovary"
<http://purl.obolibrary.org/obo/UBERON_0001319>	"vaginal vein"
<http://purl.obolibrary.org/obo/UBERON_0001328>	"lobe of prostate"
<http://purl.obolibrary.org/obo/UBERON_0001329>	"prostate gland anterior lobe"
<http://purl.obolibrary.org/obo/UBERON_0001331>	"skin of penis"
<http://purl.obolibrary.org/obo/UBERON_0001332>	"prepuce of penis"
<http://purl.obolibrary.org/obo/UBERON_0001337>	"spongiose part of urethra"
<http://purl.obolibrary.org/obo/UBERON_0001340>	"dorsal artery of penis"
<http://purl.obolibrary.org/obo/UBERON_0001342>	"mesovarium"
<http://purl.obolibrary.org/obo/UBERON_0001343>	"seminiferous tubule of testis"
<http://purl.obolibrary.org/obo/UBERON_0001344>	"epithelium of vagina"
<http://purl.obolibrary.org/obo/UBERON_0001346>	"vaginal hymen"
<http://purl.obolibrary.org/obo/UBERON_0001471>	"skin of prepuce of penis"
<http://purl.obolibrary.org/obo/UBERON_0001472>	"vaginal venous plexus"
<http://purl.obolibrary.org/obo/UBERON_0001987>	"placenta"
<http://purl.obolibrary.org/obo/UBERON_0002118>	"right ovary"
<http://purl.obolibrary.org/obo/UBERON_0002119>	"left ovary"
<http://purl.obolibrary.org/obo/UBERON_0002247>	"uterine horn"
<http://purl.obolibrary.org/obo/UBERON_0002337>	"endometrial stroma"
<http://purl.obolibrary.org/obo/UBERON_0002366>	"bulbo-urethral gland"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"prostate gland"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"clitoris"
<http://purl.obolibrary.org/obo/UBERON_0002450>	"decidua"
<http://purl.obolibrary.org/obo/UBERON_0002451>	"endometrial gland"
<http://purl.obolibrary.org/obo/UBERON_0002485>	"prostate duct"
<http://purl.obolibrary.org/obo/UBERON_0002493>	"uterine artery"
<http://purl.obolibrary.org/obo/UBERON_0002512>	"corpus luteum"
<http://purl.obolibrary.org/obo/UBERON_0002537>	"hermaphrodite gonad"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"reproductive organ"
<http://purl.obolibrary.org/obo/UBERON_0003134>	"female reproductive organ"
<http://purl.obolibrary.org/obo/UBERON_0003135>	"male reproductive organ"
<http://purl.obolibrary.org/obo/UBERON_0003218>	"ovary septum"
<http://purl.obolibrary.org/obo/UBERON_0003312>	"mesenchyme of testis"
<http://purl.obolibrary.org/obo/UBERON_0003315>	"mesenchyme of ovary"
<http://purl.obolibrary.org/obo/UBERON_0003366>	"epithelium of uterine horn"
<http://purl.obolibrary.org/obo/UBERON_0003428>	"gonadal fat pad"
<http://purl.obolibrary.org/obo/UBERON_0003480>	"vein of clitoris"
<http://purl.obolibrary.org/obo/UBERON_0003485>	"vagina sebaceous gland"
<http://purl.obolibrary.org/obo/UBERON_0003855>	"gonad mesenchyme"
<http://purl.obolibrary.org/obo/UBERON_0003885>	"mesometrium"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"fallopian tube"
<http://purl.obolibrary.org/obo/UBERON_0003937>	"reproductive gland"
<http://purl.obolibrary.org/obo/UBERON_0003946>	"placenta labyrinth"
<http://purl.obolibrary.org/obo/UBERON_0003959>	"rete testis"
<http://purl.obolibrary.org/obo/UBERON_0003970>	"placental labyrinth vasculature"
<http://purl.obolibrary.org/obo/UBERON_0003972>	"placenta junctional zone"
<http://purl.obolibrary.org/obo/UBERON_0003974>	"upper part of vagina"
<http://purl.obolibrary.org/obo/UBERON_0003975>	"internal female genitalia"
<http://purl.obolibrary.org/obo/UBERON_0003981>	"primordial ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0003982>	"mature ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0003984>	"uterine tube infundibulum"
<http://purl.obolibrary.org/obo/UBERON_0004014>	"labium minora"
<http://purl.obolibrary.org/obo/UBERON_0004021>	"spongiotrophoblast layer"
<http://purl.obolibrary.org/obo/UBERON_0004053>	"external male genitalia"
<http://purl.obolibrary.org/obo/UBERON_0004054>	"internal male genitalia"
<http://purl.obolibrary.org/obo/UBERON_0004084>	"genital labium"
<http://purl.obolibrary.org/obo/UBERON_0004085>	"labium majora"
<http://purl.obolibrary.org/obo/UBERON_0004175>	"internal genitalia"
<http://purl.obolibrary.org/obo/UBERON_0004176>	"external genitalia"
<http://purl.obolibrary.org/obo/UBERON_0004179>	"prostate glandular acinus"
<http://purl.obolibrary.org/obo/UBERON_0004183>	"placental labyrinth blood vessel"
<http://purl.obolibrary.org/obo/UBERON_0004184>	"prostate gland stroma"
<http://purl.obolibrary.org/obo/UBERON_0004223>	"vagina smooth muscle"
<http://purl.obolibrary.org/obo/UBERON_0004224>	"muscular coat of vas deferens"
<http://purl.obolibrary.org/obo/UBERON_0004243>	"prostate gland smooth muscle"
<http://purl.obolibrary.org/obo/UBERON_0004245>	"oviduct smooth muscle"
<http://purl.obolibrary.org/obo/UBERON_0004346>	"gubernaculum (male or female)"
<http://purl.obolibrary.org/obo/UBERON_0004353>	"female inguinal canal"
<http://purl.obolibrary.org/obo/UBERON_0004354>	"male inguinal canal"
<http://purl.obolibrary.org/obo/UBERON_0004358>	"caput epididymis"
<http://purl.obolibrary.org/obo/UBERON_0004359>	"corpus epididymis"
<http://purl.obolibrary.org/obo/UBERON_0004360>	"cauda epididymis"
<http://purl.obolibrary.org/obo/UBERON_0004520>	"striated muscle tissue of prostate"
<http://purl.obolibrary.org/obo/UBERON_0004533>	"left testis"
<http://purl.obolibrary.org/obo/UBERON_0004534>	"right testis"
<http://purl.obolibrary.org/obo/UBERON_0004544>	"epididymis epithelium"
<http://purl.obolibrary.org/obo/UBERON_0004547>	"decidua capsularis"
<http://purl.obolibrary.org/obo/UBERON_0004665>	"muscular coat of seminal vesicle"
<http://purl.obolibrary.org/obo/UBERON_0004713>	"corpus cavernosum penis"
