?x	?label
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid1112	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid3048	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid3106	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid3117	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid3278	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid3304	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid3385	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid3904	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid3975	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid4263	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid4304	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid4404	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid448	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid4881	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid4987	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid5068	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid5425	
_:B8d5a5754X2De5a5X2D4e5dX2D92a2X2D7c29820a7865genid5491	
<http://purl.obolibrary.org/obo/UBERON_0000002>	"uterine cervix"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"nose"
<http://purl.obolibrary.org/obo/UBERON_0000006>	"islet of Langerhans"
<http://purl.obolibrary.org/obo/UBERON_0000007>	"pituitary gland"
<http://purl.obolibrary.org/obo/UBERON_0000010>	"peripheral nervous system"
<http://purl.obolibrary.org/obo/UBERON_0000011>	"parasympathetic nervous system"
<http://purl.obolibrary.org/obo/UBERON_0000013>	"sympathetic nervous system"
<http://purl.obolibrary.org/obo/UBERON_0000016>	"endocrine pancreas"
<http://purl.obolibrary.org/obo/UBERON_0000022>	"feather"
<http://purl.obolibrary.org/obo/UBERON_0000023>	"wing"
<http://purl.obolibrary.org/obo/UBERON_0000026>	"appendage"
<http://purl.obolibrary.org/obo/UBERON_0000029>	"lymph node"
<http://purl.obolibrary.org/obo/UBERON_0000033>	"head"
<http://purl.obolibrary.org/obo/UBERON_0000044>	"dorsal root ganglion"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"ganglion"
<http://purl.obolibrary.org/obo/UBERON_0000056>	"ureter"
<http://purl.obolibrary.org/obo/UBERON_0000057>	"urethra"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"large intestine"
<http://purl.obolibrary.org/obo/UBERON_0000064>	"organ part"
<http://purl.obolibrary.org/obo/UBERON_0000066>	"fully formed stage"
<http://purl.obolibrary.org/obo/UBERON_0000069>	"larval stage"
<http://purl.obolibrary.org/obo/UBERON_0000074>	"renal glomerulus"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"male reproductive system"
<http://purl.obolibrary.org/obo/UBERON_0000080>	"mesonephros"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"inner cell mass"
<http://purl.obolibrary.org/obo/UBERON_0000089>	"hypoblast (generic)"
<http://purl.obolibrary.org/obo/UBERON_0000105>	"life cycle stage"
<http://purl.obolibrary.org/obo/UBERON_0000106>	"zygote stage"
<http://purl.obolibrary.org/obo/UBERON_0000107>	"cleavage stage"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"blastula stage"
<http://purl.obolibrary.org/obo/UBERON_0000109>	"gastrula stage"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"sexually immature stage"
<http://purl.obolibrary.org/obo/UBERON_0000152>	"pelvic fin"
<http://purl.obolibrary.org/obo/UBERON_0000155>	"theca cell layer"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"intestine"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"mouth"
<http://purl.obolibrary.org/obo/UBERON_0000178>	"blood"
<http://purl.obolibrary.org/obo/UBERON_0000203>	"pallium"
<http://purl.obolibrary.org/obo/UBERON_0000204>	"ventral part of telencephalon"
<http://purl.obolibrary.org/obo/UBERON_0000211>	"ligament"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"colonic mucosa"
<http://purl.obolibrary.org/obo/UBERON_0000323>	"late embryo"
<http://purl.obolibrary.org/obo/UBERON_0000358>	"blastocyst"
<http://purl.obolibrary.org/obo/UBERON_0000369>	"corpus striatum"
<http://purl.obolibrary.org/obo/UBERON_0000376>	"hindlimb stylopod"
<http://purl.obolibrary.org/obo/UBERON_0000383>	"musculature of body"
<http://purl.obolibrary.org/obo/UBERON_0000411>	"visual cortex"
<http://purl.obolibrary.org/obo/UBERON_0000451>	"prefrontal cortex"
<http://purl.obolibrary.org/obo/UBERON_0000453>	"decidua basalis"
<http://purl.obolibrary.org/obo/UBERON_0000468>	"multicellular organism"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"testis"
<http://purl.obolibrary.org/obo/UBERON_0000474>	"female reproductive system"
<http://purl.obolibrary.org/obo/UBERON_0000475>	"organism subdivision"
<http://purl.obolibrary.org/obo/UBERON_0000916>	"abdomen"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"embryo"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"ectoderm"
<http://purl.obolibrary.org/obo/UBERON_0000925>	"endoderm"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"mesoderm"
<http://purl.obolibrary.org/obo/UBERON_0000927>	"mesectoderm"
<http://purl.obolibrary.org/obo/UBERON_0000933>	"pharyngeal muscle"
<http://purl.obolibrary.org/obo/UBERON_0000934>	"ventral nerve cord"
<http://purl.obolibrary.org/obo/UBERON_0000941>	"cranial nerve II"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"stomach"
<http://purl.obolibrary.org/obo/UBERON_0000947>	"aorta"
<http://purl.obolibrary.org/obo/UBERON_0000948>	"heart"
<http://purl.obolibrary.org/obo/UBERON_0000949>	"endocrine system"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"brain"
<http://purl.obolibrary.org/obo/UBERON_0000956>	"cerebral cortex"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"cornea"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"retina"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"eye"
<http://purl.obolibrary.org/obo/UBERON_0000972>	"antenna"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"neck"
<http://purl.obolibrary.org/obo/UBERON_0000976>	"humerus"
<http://purl.obolibrary.org/obo/UBERON_0000977>	"pleura"
<http://purl.obolibrary.org/obo/UBERON_0000978>	"leg"
<http://purl.obolibrary.org/obo/UBERON_0000979>	"tibia"
<http://purl.obolibrary.org/obo/UBERON_0000981>	"femur"
<http://purl.obolibrary.org/obo/UBERON_0000982>	"skeletal joint"
<http://purl.obolibrary.org/obo/UBERON_0000987>	"haltere"
<http://purl.obolibrary.org/obo/UBERON_0000988>	"pons"
<http://purl.obolibrary.org/obo/UBERON_0000989>	"penis"
<http://purl.obolibrary.org/obo/UBERON_0000990>	"reproductive system"
<http://purl.obolibrary.org/obo/UBERON_0000992>	"ovary"
<http://purl.obolibrary.org/obo/UBERON_0000993>	"oviduct"
<http://purl.obolibrary.org/obo/UBERON_0000994>	"spermathecum"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"uterus"
<http://purl.obolibrary.org/obo/UBERON_0000996>	"vagina"
<http://purl.obolibrary.org/obo/UBERON_0000997>	"mammalian vulva"
<http://purl.obolibrary.org/obo/UBERON_0000998>	"seminal vesicle"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"ejaculatory duct"
<http://purl.obolibrary.org/obo/UBERON_0001000>	"vas deferens"
<http://purl.obolibrary.org/obo/UBERON_0001001>	"chitin-based cuticle"
<http://purl.obolibrary.org/obo/UBERON_0001003>	"skin epidermis"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"respiratory system"
<http://purl.obolibrary.org/obo/UBERON_0001006>	"obsolete spiracle"
<http://purl.obolibrary.org/obo/UBERON_0001007>	"digestive system"
<http://purl.obolibrary.org/obo/UBERON_0001008>	"renal system"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"adipose tissue"
<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"nervous system"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"central nervous system"
<http://purl.obolibrary.org/obo/UBERON_0001032>	"sensory system"
<http://purl.obolibrary.org/obo/UBERON_0001033>	"gustatory system"
<http://purl.obolibrary.org/obo/UBERON_0001037>	"strand of hair"
<http://purl.obolibrary.org/obo/UBERON_0001038>	"chordotonal organ"
<http://purl.obolibrary.org/obo/UBERON_0001040>	"yolk sac"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"chordate pharynx"
<http://purl.obolibrary.org/obo/UBERON_0001043>	"esophagus"
<http://purl.obolibrary.org/obo/UBERON_0001044>	"saliva-secreting gland"
<http://purl.obolibrary.org/obo/UBERON_0001045>	"midgut"
<http://purl.obolibrary.org/obo/UBERON_0001048>	"primordium"
<http://purl.obolibrary.org/obo/UBERON_0001051>	"hypopharynx"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"rectum"
<http://purl.obolibrary.org/obo/UBERON_0001053>	"arthropod neurohemal organ"
<http://purl.obolibrary.org/obo/UBERON_0001054>	"Malpighian tubule"
<http://purl.obolibrary.org/obo/UBERON_0001056>	"corpus cardiacum"
<http://purl.obolibrary.org/obo/UBERON_0001057>	"corpus allatum"
<http://purl.obolibrary.org/obo/UBERON_0001058>	"mushroom body"
<http://purl.obolibrary.org/obo/UBERON_0001059>	"pars intercerebralis"
<http://purl.obolibrary.org/obo/UBERON_0001066>	"intervertebral disk"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"external carotid artery"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"myocardium of ventricle"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"urine"
<http://purl.obolibrary.org/obo/UBERON_0001091>	"calcareous tooth"
<http://purl.obolibrary.org/obo/UBERON_0001103>	"diaphragm"
<http://purl.obolibrary.org/obo/UBERON_0001111>	"intercostal muscle"
<http://purl.obolibrary.org/obo/UBERON_0001112>	"latissimus dorsi muscle"
<http://purl.obolibrary.org/obo/UBERON_0001130>	"vertebral column"
<http://purl.obolibrary.org/obo/UBERON_0001135>	"smooth muscle tissue"
<http://purl.obolibrary.org/obo/UBERON_0001137>	"dorsum"
<http://purl.obolibrary.org/obo/UBERON_0001153>	"caecum"
<http://purl.obolibrary.org/obo/UBERON_0001154>	"vermiform appendix"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"colon"
<http://purl.obolibrary.org/obo/UBERON_0001156>	"ascending colon"
<http://purl.obolibrary.org/obo/UBERON_0001157>	"transverse colon"
<http://purl.obolibrary.org/obo/UBERON_0001158>	"descending colon"
<http://purl.obolibrary.org/obo/UBERON_0001159>	"sigmoid colon"
<http://purl.obolibrary.org/obo/UBERON_0001160>	"fundus of stomach"
<http://purl.obolibrary.org/obo/UBERON_0001165>	"pyloric antrum"
<http://purl.obolibrary.org/obo/UBERON_0001184>	"renal artery"
<http://purl.obolibrary.org/obo/UBERON_0001211>	"Peyer's patch"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"nephron tubule"
