?x	?label
<http://owltools.org/Q>	
<http://purl.obolibrary.org/obo/BFO_0000001>	"entity"
<http://purl.obolibrary.org/obo/BFO_0000002>	"continuant"
<http://purl.obolibrary.org/obo/BFO_0000004>	"independent continuant"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/BFO_0000040>	"material entity"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"anatomical structure"
<http://purl.obolibrary.org/obo/UBERON_0000102>	"lung vasculature"
<http://purl.obolibrary.org/obo/UBERON_0000415>	"artery wall"
<http://purl.obolibrary.org/obo/UBERON_0000442>	"right testicular vein"
<http://purl.obolibrary.org/obo/UBERON_0000443>	"left testicular vein"
<http://purl.obolibrary.org/obo/UBERON_0000457>	"cavernous artery"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"material anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"anatomical system"
<http://purl.obolibrary.org/obo/UBERON_0000946>	"cardial valve"
<http://purl.obolibrary.org/obo/UBERON_0000947>	"aorta"
<http://purl.obolibrary.org/obo/UBERON_0000948>	"heart"
<http://purl.obolibrary.org/obo/UBERON_0000985>	"axillary vein"
<http://purl.obolibrary.org/obo/UBERON_0001009>	"circulatory system"
<http://purl.obolibrary.org/obo/UBERON_0001011>	"hemolymph"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"external carotid artery"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"superficial cervical artery"
<http://purl.obolibrary.org/obo/UBERON_0001072>	"posterior vena cava"
<http://purl.obolibrary.org/obo/UBERON_0001074>	"pericardial cavity"
<http://purl.obolibrary.org/obo/UBERON_0001081>	"endocardium of ventricle"
<http://purl.obolibrary.org/obo/UBERON_0001082>	"epicardium of ventricle"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"myocardium of ventricle"
<http://purl.obolibrary.org/obo/UBERON_0001099>	"subcostal vein"
<http://purl.obolibrary.org/obo/UBERON_0001101>	"external jugular vein"
<http://purl.obolibrary.org/obo/UBERON_0001104>	"anterior jugular vein"
<http://purl.obolibrary.org/obo/UBERON_0001106>	"cephalic vein"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"cardiac muscle tissue"
<http://purl.obolibrary.org/obo/UBERON_0001138>	"superior mesenteric vein"
<http://purl.obolibrary.org/obo/UBERON_0001139>	"common iliac vein"
<http://purl.obolibrary.org/obo/UBERON_0001140>	"renal vein"
<http://purl.obolibrary.org/obo/UBERON_0001141>	"right renal vein"
<http://purl.obolibrary.org/obo/UBERON_0001142>	"left renal vein"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"hepatic vein"
<http://purl.obolibrary.org/obo/UBERON_0001144>	"testicular vein"
<http://purl.obolibrary.org/obo/UBERON_0001145>	"ovarian vein"
<http://purl.obolibrary.org/obo/UBERON_0001146>	"suprarenal vein"
<http://purl.obolibrary.org/obo/UBERON_0001182>	"superior mesenteric artery"
<http://purl.obolibrary.org/obo/UBERON_0001183>	"inferior mesenteric artery"
<http://purl.obolibrary.org/obo/UBERON_0001184>	"renal artery"
<http://purl.obolibrary.org/obo/UBERON_0001185>	"right renal artery"
<http://purl.obolibrary.org/obo/UBERON_0001186>	"left renal artery"
<http://purl.obolibrary.org/obo/UBERON_0001187>	"testicular artery"
<http://purl.obolibrary.org/obo/UBERON_0001188>	"right testicular artery"
<http://purl.obolibrary.org/obo/UBERON_0001189>	"left testicular artery"
<http://purl.obolibrary.org/obo/UBERON_0001190>	"ovarian artery"
<http://purl.obolibrary.org/obo/UBERON_0001191>	"common iliac artery"
<http://purl.obolibrary.org/obo/UBERON_0001192>	"left gastric artery"
<http://purl.obolibrary.org/obo/UBERON_0001193>	"hepatic artery"
<http://purl.obolibrary.org/obo/UBERON_0001194>	"splenic artery"
<http://purl.obolibrary.org/obo/UBERON_0001195>	"inferior pancreaticoduodenal artery"
<http://purl.obolibrary.org/obo/UBERON_0001196>	"middle colic artery"
<http://purl.obolibrary.org/obo/UBERON_0001197>	"ileocolic artery"
<http://purl.obolibrary.org/obo/UBERON_0001198>	"superior suprarenal artery"
<http://purl.obolibrary.org/obo/UBERON_0001214>	"pancreatic tributary of splenic vein"
<http://purl.obolibrary.org/obo/UBERON_0001215>	"inferior mesenteric vein"
<http://purl.obolibrary.org/obo/UBERON_0001216>	"jejunal vein"
<http://purl.obolibrary.org/obo/UBERON_0001217>	"ileal vein"
<http://purl.obolibrary.org/obo/UBERON_0001218>	"middle colic vein"
<http://purl.obolibrary.org/obo/UBERON_0001219>	"ileocolic vein"
<http://purl.obolibrary.org/obo/UBERON_0001226>	"major calyx"
<http://purl.obolibrary.org/obo/UBERON_0001227>	"minor calyx"
<http://purl.obolibrary.org/obo/UBERON_0001281>	"hepatic sinusoid"
<http://purl.obolibrary.org/obo/UBERON_0001308>	"external iliac artery"
<http://purl.obolibrary.org/obo/UBERON_0001309>	"internal iliac artery"
<http://purl.obolibrary.org/obo/UBERON_0001310>	"umbilical artery"
<http://purl.obolibrary.org/obo/UBERON_0001311>	"inferior vesical artery"
<http://purl.obolibrary.org/obo/UBERON_0001312>	"superior vesical artery"
<http://purl.obolibrary.org/obo/UBERON_0001313>	"iliolumbar artery"
<http://purl.obolibrary.org/obo/UBERON_0001314>	"obturator artery"
<http://purl.obolibrary.org/obo/UBERON_0001315>	"superior gluteal artery"
<http://purl.obolibrary.org/obo/UBERON_0001316>	"external iliac vein"
<http://purl.obolibrary.org/obo/UBERON_0001317>	"internal iliac vein"
<http://purl.obolibrary.org/obo/UBERON_0001318>	"inferior vesical vein"
<http://purl.obolibrary.org/obo/UBERON_0001319>	"vaginal vein"
<http://purl.obolibrary.org/obo/UBERON_0001320>	"iliolumbar vein"
<http://purl.obolibrary.org/obo/UBERON_0001321>	"obturator vein"
<http://purl.obolibrary.org/obo/UBERON_0001330>	"pampiniform plexus"
<http://purl.obolibrary.org/obo/UBERON_0001340>	"dorsal artery of penis"
<http://purl.obolibrary.org/obo/UBERON_0001354>	"inferior epigastric artery"
<http://purl.obolibrary.org/obo/UBERON_0001355>	"deep femoral artery"
<http://purl.obolibrary.org/obo/UBERON_0001356>	"medial circumflex femoral artery"
<http://purl.obolibrary.org/obo/UBERON_0001357>	"inferior rectal artery"
<http://purl.obolibrary.org/obo/UBERON_0001358>	"perineal artery"
<http://purl.obolibrary.org/obo/UBERON_0001360>	"deep circumflex iliac vein"
<http://purl.obolibrary.org/obo/UBERON_0001361>	"femoral vein"
<http://purl.obolibrary.org/obo/UBERON_0001362>	"perineal vein"
<http://purl.obolibrary.org/obo/UBERON_0001363>	"great saphenous vein"
<http://purl.obolibrary.org/obo/UBERON_0001390>	"sural artery"
<http://purl.obolibrary.org/obo/UBERON_0001394>	"axillary artery"
<http://purl.obolibrary.org/obo/UBERON_0001395>	"thoraco-acromial artery"
<http://purl.obolibrary.org/obo/UBERON_0001396>	"lateral thoracic artery"
<http://purl.obolibrary.org/obo/UBERON_0001397>	"subscapular artery"
<http://purl.obolibrary.org/obo/UBERON_0001398>	"brachial artery"
<http://purl.obolibrary.org/obo/UBERON_0001399>	"deep brachial artery"
<http://purl.obolibrary.org/obo/UBERON_0001404>	"radial artery"
<http://purl.obolibrary.org/obo/UBERON_0001406>	"ulnar artery"
<http://purl.obolibrary.org/obo/UBERON_0001410>	"common palmar digital artery"
<http://purl.obolibrary.org/obo/UBERON_0001411>	"basilic vein"
<http://purl.obolibrary.org/obo/UBERON_0001412>	"common palmar digital vein"
<http://purl.obolibrary.org/obo/UBERON_0001413>	"brachial vein"
<http://purl.obolibrary.org/obo/UBERON_0001414>	"median basilic vein"
<http://purl.obolibrary.org/obo/UBERON_0001420>	"subscapular vein"
<http://purl.obolibrary.org/obo/UBERON_0001422>	"facial lymphatic vessel"
<http://purl.obolibrary.org/obo/UBERON_0001425>	"pectoral lymphatic vessel"
<http://purl.obolibrary.org/obo/UBERON_0001426>	"jugular lymphatic vessel"
<http://purl.obolibrary.org/obo/UBERON_0001472>	"vaginal venous plexus"
<http://purl.obolibrary.org/obo/UBERON_0001473>	"lymphatic vessel"
<http://purl.obolibrary.org/obo/UBERON_0001496>	"ascending aorta"
<http://purl.obolibrary.org/obo/UBERON_0001508>	"arch of aorta"
<http://purl.obolibrary.org/obo/UBERON_0001514>	"descending aorta"
<http://purl.obolibrary.org/obo/UBERON_0001515>	"thoracic aorta"
<http://purl.obolibrary.org/obo/UBERON_0001516>	"abdominal aorta"
<http://purl.obolibrary.org/obo/UBERON_0001529>	"brachiocephalic artery"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"common carotid artery plus branches"
<http://purl.obolibrary.org/obo/UBERON_0001531>	"right common carotid artery plus branches"
<http://purl.obolibrary.org/obo/UBERON_0001532>	"internal carotid artery"
<http://purl.obolibrary.org/obo/UBERON_0001533>	"subclavian artery"
<http://purl.obolibrary.org/obo/UBERON_0001534>	"right subclavian artery"
<http://purl.obolibrary.org/obo/UBERON_0001535>	"vertebral artery"
<http://purl.obolibrary.org/obo/UBERON_0001536>	"left common carotid artery plus branches"
<http://purl.obolibrary.org/obo/UBERON_0001537>	"anterior tibial artery"
<http://purl.obolibrary.org/obo/UBERON_0001538>	"posterior tibial artery"
<http://purl.obolibrary.org/obo/UBERON_0001539>	"dorsalis pedis artery"
<http://purl.obolibrary.org/obo/UBERON_0001540>	"peroneal artery"
<http://purl.obolibrary.org/obo/UBERON_0001541>	"medial plantar artery"
<http://purl.obolibrary.org/obo/UBERON_0001544>	"popliteal vein"
<http://purl.obolibrary.org/obo/UBERON_0001545>	"anterior tibial vein"
<http://purl.obolibrary.org/obo/UBERON_0001546>	"posterior tibial vein"
<http://purl.obolibrary.org/obo/UBERON_0001547>	"small saphenous vein"
